X,Y,Q
3.17,-5.85,4.0
-8.53,-0.72,3.0
0.01,9.51,1.0
3.03,-9.19,4.0
-5.21,7.66,2.0
2.32,3.45,1.0
-4.57,-1.93,3.0
1.41,7.96,1.0
2.34,5.04,1.0
-6.01,-9.3,3.0
9.69,0.48,1.0
-9.62,1.84,2.0
5.35,-3.45,4.0
2.77,3.17,1.0
-3.23,-6.81,3.0
-9.37,8.28,2.0
2.42,1.7,1.0
5.51,2.87,1.0
4.5,-0.89,4.0
-7.17,1.57,2.0
-3.52,7.35,2.0
0.98,-5.51,4.0
-9.43,2.79,2.0
-4.54,0.12,2.0
1.17,-9.7,4.0
5.86,-1.25,4.0
-5.96,-2.39,3.0
5.98,2.65,1.0
-5.45,4.84,2.0
4.43,1.96,1.0
0.07,7.69,1.0
-3.42,-2.41,3.0
0.1,8.91,1.0
-2.63,4.57,2.0
-7.94,9.42,2.0
-8.47,-0.97,3.0
0.54,-4.89,4.0
7.9,-8.17,4.0
-0.65,6.89,2.0
-1.13,-0.18,3.0
0.81,-1.3,4.0
1.72,-8.55,4.0
4.32,-8.6,4.0
-3.43,-8.34,3.0
6.23,-6.17,4.0
2.47,-8.05,4.0
5.81,0.57,1.0
-4.46,-4.35,3.0
2.09,9.27,1.0
9.28,8.43,1.0
5.63,4.92,1.0
-0.35,6.47,2.0
-9.39,3.67,2.0
5.58,3.37,1.0
5.22,3.95,1.0
-5.68,-4.14,3.0
4.3,-1.8,4.0
6.83,0.42,1.0
-4.13,8.27,2.0
0.57,-2.21,4.0
6.65,-6.84,4.0
9.28,4.63,1.0
0.93,-0.35,4.0
-9.8,9.72,2.0
-0.81,2.41,2.0
1.41,0.07,1.0
-2.28,-4.52,3.0
7.64,-6.19,4.0
-4.3,-1.02,3.0
-2.31,8.84,2.0
-0.06,-8.88,3.0
-5.55,-4.01,3.0
7.08,-8.03,4.0
-5.51,-8.97,3.0
-9.41,-5.5,3.0
-8.48,0.08,2.0
-3.37,3.96,2.0
-6.28,-3.04,3.0
-3.13,4.62,2.0
4.0,-7.38,4.0
-0.89,-6.82,3.0
-7.77,-5.84,3.0
-7.2,-0.3,3.0
8.14,2.95,1.0
0.75,-2.34,4.0
-8.26,-0.93,3.0
-6.74,6.93,2.0
-1.61,5.46,2.0
-0.27,5.64,2.0
0.34,9.8,1.0
-4.86,5.08,2.0
4.7,-2.1,4.0
-8.48,-1.37,3.0
6.1,7.98,1.0
9.77,-7.12,4.0
6.54,5.66,1.0
-1.49,-8.8,3.0
5.66,1.25,1.0
-7.53,0.78,2.0
-6.82,-8.21,3.0
-5.78,-4.72,3.0
-9.79,-4.86,3.0
-1.15,5.0,2.0
9.33,4.79,1.0
1.58,-4.82,4.0
-8.87,0.57,2.0
8.09,-6.37,4.0
7.65,-0.31,4.0
5.17,-1.27,4.0
-7.0,-1.53,3.0
9.1,7.4,1.0
3.97,6.72,1.0
4.28,-5.85,4.0
-1.52,-6.48,3.0
-8.2,5.89,2.0
5.18,-4.37,4.0
2.97,7.46,1.0
-6.15,-2.22,3.0
-6.89,1.87,2.0
7.64,5.05,1.0
-7.61,1.8,2.0
4.94,-8.26,4.0
-5.63,-3.3,3.0
-1.08,-7.06,3.0
-2.87,-7.64,3.0
1.34,0.99,1.0
0.98,1.69,1.0
-0.47,6.98,2.0
4.43,-6.22,4.0
-1.24,-0.21,3.0
8.61,5.66,1.0
4.39,-0.11,4.0
3.87,0.02,1.0
4.42,7.31,1.0
-1.76,0.31,2.0
7.19,-6.81,4.0
-8.9,-4.94,3.0
-1.4,6.76,2.0
-0.8,4.46,2.0
3.39,-7.94,4.0
-9.57,-2.39,3.0
6.88,2.95,1.0
-6.72,-4.19,3.0
-3.87,-8.27,3.0
1.14,-2.54,4.0
-0.77,-1.62,3.0
3.79,7.12,1.0
0.41,-6.62,4.0
-5.2,3.26,2.0
4.52,-9.74,4.0
-5.21,9.61,2.0
6.06,-2.79,4.0
2.91,4.22,1.0
6.87,-4.98,4.0
4.2,9.13,1.0
7.36,4.6,1.0
-3.36,-6.97,3.0
5.17,3.98,1.0
6.45,8.23,1.0
6.72,7.52,1.0
-8.0,-7.28,3.0
1.89,6.06,1.0
1.87,2.32,1.0
-6.78,5.85,2.0
0.24,0.04,1.0
-7.2,4.61,2.0
-4.14,-5.75,3.0
-3.17,-8.93,3.0
0.88,3.31,1.0
-0.66,1.61,2.0
-5.19,-6.59,3.0
2.96,-2.87,4.0
1.0,-4.88,4.0
-6.74,4.85,2.0
-2.06,-6.42,3.0
5.47,2.43,1.0
-9.38,-3.87,3.0
-6.95,-4.59,3.0
4.53,0.36,1.0
8.42,-8.62,4.0
6.36,-1.44,4.0
-3.66,3.95,2.0
3.88,7.51,1.0
-1.3,-0.46,3.0
-2.31,3.09,2.0
-8.76,-0.2,3.0
7.26,-0.5,4.0
1.39,7.11,1.0
-1.66,3.49,2.0
-9.15,-5.38,3.0
6.89,9.41,1.0
5.72,7.04,1.0
1.54,-6.53,4.0
2.19,-8.46,4.0
1.26,-6.17,4.0
3.23,-5.73,4.0
4.36,-7.18,4.0
-5.66,-4.05,3.0
7.99,-4.78,4.0
3.79,9.5,1.0
9.82,-2.25,4.0
8.0,8.15,1.0
6.55,-6.79,4.0
8.82,-7.65,4.0
3.7,3.47,1.0
-3.96,2.66,2.0
4.99,3.54,1.0
9.82,-7.54,4.0
-0.89,0.12,2.0
9.58,-0.53,4.0
-6.18,-1.81,3.0
-4.19,-6.89,3.0
2.95,-5.49,4.0
-2.48,9.16,2.0
3.78,4.12,1.0
7.16,4.97,1.0
9.3,-5.48,4.0
8.19,-7.4,4.0
7.11,-5.9,4.0
-2.29,-7.23,3.0
1.11,5.44,1.0
-1.42,5.59,2.0
-5.52,-7.95,3.0
3.89,5.83,1.0
-3.34,0.62,2.0
9.41,-7.17,4.0
-1.65,-4.03,3.0
5.98,-6.69,4.0
0.63,7.67,1.0
-6.1,-7.77,3.0
-1.65,-2.42,3.0
-8.32,8.92,2.0
9.66,-5.11,4.0
-2.61,6.69,2.0
-4.95,4.15,2.0
-9.04,0.12,2.0
-3.78,7.43,2.0
-5.92,-3.16,3.0
2.3,-7.57,4.0
-8.81,4.93,2.0
1.47,7.54,1.0
5.96,5.89,1.0
2.33,8.61,1.0
-6.67,-5.59,3.0
7.62,-4.91,4.0
-2.76,8.41,2.0
5.18,-0.52,4.0
-7.0,-9.1,3.0
-6.68,8.4,2.0
-9.91,2.58,2.0
3.01,-5.69,4.0
4.77,-8.18,4.0
-6.46,6.97,2.0
6.97,-2.21,4.0
7.68,-4.17,4.0
-7.62,4.87,2.0
-1.52,-3.09,3.0
1.92,4.04,1.0
-2.05,6.1,2.0
-5.41,0.57,2.0
9.77,-4.49,4.0
-7.62,-2.56,3.0
-2.29,0.83,2.0
4.86,-8.22,4.0
3.8,1.07,1.0
-6.82,-7.29,3.0
8.45,9.19,1.0
0.19,-7.44,4.0
-2.35,-7.44,3.0
-2.65,-9.85,3.0
6.19,2.99,1.0
6.47,-2.87,4.0
2.64,7.46,1.0
2.7,-4.44,4.0
4.68,-1.75,4.0
-7.34,0.5,2.0
7.26,1.68,1.0
5.73,-3.69,4.0
9.07,-3.86,4.0
5.2,-6.98,4.0
9.21,-8.56,4.0
-8.12,3.93,2.0
-0.85,-4.51,3.0
-1.66,0.79,2.0
-1.99,6.03,2.0
7.5,-7.61,4.0
8.8,-6.4,4.0
5.48,1.9,1.0
4.21,-5.2,4.0
-2.74,-4.28,3.0
5.46,1.64,1.0
-4.51,4.2,2.0
3.99,1.33,1.0
-1.69,-3.06,3.0
-7.97,-2.39,3.0
-6.45,-5.1,3.0
-0.72,-6.81,3.0
0.23,-7.34,4.0
-3.45,-3.61,3.0
8.63,1.87,1.0
-7.21,-5.21,3.0
3.32,-3.67,4.0
-7.12,-0.63,3.0
7.14,6.63,1.0
-1.9,2.08,2.0
-6.35,-1.81,3.0
-5.54,0.05,2.0
-3.16,1.13,2.0
4.36,2.82,1.0
0.76,-5.02,4.0
-9.03,-3.4,3.0
5.98,-5.05,4.0
-0.1,-5.83,3.0
-4.66,-4.14,3.0
-1.85,3.17,2.0
-3.52,2.51,2.0
6.98,5.78,1.0
7.81,2.9,1.0
-2.61,6.6,2.0
-5.84,2.58,2.0
3.62,-1.6,4.0
4.72,4.31,1.0
0.76,-4.21,4.0
7.49,3.79,1.0
2.78,1.3,1.0
7.32,-2.78,4.0
2.41,-3.12,4.0
-1.46,7.31,2.0
-5.64,-2.89,3.0
-3.99,0.02,2.0
-7.88,-2.0,3.0
-4.18,-4.3,3.0
8.18,6.83,1.0
9.73,5.97,1.0
1.69,-3.75,4.0
7.7,8.65,1.0
-5.02,-7.1,3.0
5.35,3.71,1.0
3.23,7.43,1.0
-3.48,-7.07,3.0
6.36,-1.6,4.0
-8.68,-3.69,3.0
2.71,4.31,1.0
5.14,6.51,1.0
-1.1,6.65,2.0
-2.19,-2.31,3.0
0.15,9.33,1.0
0.57,-6.18,4.0
0.27,2.72,1.0
3.23,-1.59,4.0
-2.21,-3.67,3.0
0.59,-9.98,4.0
8.54,-4.59,4.0
-1.47,-1.04,3.0
0.42,-0.71,4.0
-9.84,8.06,2.0
-9.47,6.53,2.0
9.86,-9.35,4.0
-7.85,9.97,2.0
-8.95,-5.69,3.0
0.75,-4.48,4.0
6.57,-8.6,4.0
7.81,9.92,1.0
-6.22,3.84,2.0
-1.12,8.11,2.0
6.07,4.19,1.0
-7.74,8.75,2.0
-2.15,9.88,2.0
0.41,-1.56,4.0
-7.67,7.45,2.0
4.04,3.71,1.0
3.24,-6.76,4.0
-9.43,-5.59,3.0
7.45,-0.62,4.0
8.11,4.41,1.0
-6.57,3.57,2.0
0.71,-0.72,4.0
-9.59,4.48,2.0
8.84,-9.11,4.0
2.25,-1.85,4.0
6.09,9.76,1.0
-5.89,2.05,2.0
6.13,2.01,1.0
-1.79,-3.46,3.0
3.4,2.82,1.0
2.23,0.18,1.0
-5.55,-0.59,3.0
4.15,0.62,1.0
-3.14,-5.95,3.0
-2.94,2.54,2.0
-8.74,-1.69,3.0
8.17,4.18,1.0
-2.45,-4.25,3.0
6.53,5.73,1.0
-5.09,0.79,2.0
-2.29,-3.18,3.0
-0.13,6.34,2.0
3.94,-4.36,4.0
2.99,9.68,1.0
-6.95,7.57,2.0
-1.78,-3.62,3.0
9.36,-1.27,4.0
-0.2,-2.3,3.0
0.05,1.24,1.0
0.11,3.7,1.0
6.15,-0.67,4.0
1.91,6.17,1.0
-2.38,4.34,2.0
5.13,-1.85,4.0
-4.09,-1.02,3.0
0.79,0.91,1.0
7.14,2.11,1.0
-6.59,-4.09,3.0
-3.14,-9.34,3.0
1.03,-6.51,4.0
1.63,9.21,1.0
-2.27,-1.81,3.0
8.3,8.47,1.0
9.71,8.6,1.0
-4.4,-7.82,3.0
6.28,4.06,1.0
7.73,8.87,1.0
-2.19,-8.61,3.0
-6.99,-6.63,3.0
-4.47,6.33,2.0
2.13,9.76,1.0
4.49,-9.43,4.0
8.9,-6.79,4.0
9.98,-7.76,4.0
-3.41,-6.75,3.0
1.91,-2.08,4.0
8.46,3.64,1.0
3.1,1.98,1.0
6.55,-7.94,4.0
-7.35,-0.09,3.0
-5.17,7.09,2.0
-4.2,7.82,2.0
-5.77,-2.6,3.0
-6.67,3.44,2.0
1.94,5.06,1.0
9.99,-6.41,4.0
-9.36,-2.69,3.0
-3.32,-5.06,3.0
6.15,2.94,1.0
-1.62,-2.88,3.0
6.74,2.33,1.0
6.39,-1.46,4.0
-7.12,0.18,2.0
-1.46,1.57,2.0
-6.08,2.62,2.0
2.06,-8.6,4.0
-1.55,-8.46,3.0
0.44,-1.37,4.0
-3.09,7.74,2.0
-4.78,2.51,2.0
9.9,4.0,1.0
8.61,-3.67,4.0
-3.56,-0.12,3.0
-7.37,8.37,2.0
-0.24,-8.2,3.0
-6.8,-7.67,3.0
4.36,-8.81,4.0
-3.94,-6.33,3.0
6.92,8.27,1.0
-2.26,-4.87,3.0
-2.76,-5.56,3.0
2.77,0.38,1.0
9.57,-7.95,4.0
-6.44,-7.96,3.0
-6.4,-2.97,3.0
-9.56,-2.77,3.0
-3.74,-5.5,3.0
-0.99,-2.61,3.0
-2.37,-6.46,3.0
-7.59,4.15,2.0
2.11,5.12,1.0
8.83,-4.34,4.0
-5.66,-7.19,3.0
4.61,1.98,1.0
8.61,-5.8,4.0
3.22,-3.21,4.0
-6.09,5.73,2.0
-3.83,-4.21,3.0
6.01,-7.28,4.0
7.85,0.79,1.0
-3.73,7.43,2.0
-3.34,6.7,2.0
5.68,1.84,1.0
7.81,-7.92,4.0
3.05,-8.82,4.0
-4.9,-2.75,3.0
5.88,-0.83,4.0
3.35,1.39,1.0
-8.54,2.56,2.0
5.08,7.85,1.0
-9.83,-5.78,3.0
-2.23,-2.13,3.0
8.34,-6.44,4.0
3.19,-7.75,4.0
3.55,4.02,1.0
8.95,2.16,1.0
0.16,-7.3,4.0
-6.38,9.91,2.0
-0.68,9.06,2.0
-1.8,-8.01,3.0
-8.63,6.79,2.0
2.25,-0.61,4.0
3.39,-7.99,4.0
9.87,5.4,1.0
-0.32,-9.85,3.0
-9.39,8.05,2.0
0.98,7.6,1.0
-4.99,-4.64,3.0
5.96,-1.93,4.0
-5.74,2.91,2.0
7.81,-5.26,4.0
7.46,0.78,1.0
-2.64,-5.17,3.0
7.46,-0.42,4.0
-3.54,7.01,2.0
9.83,-7.45,4.0
-0.02,-6.72,3.0
6.38,6.62,1.0
-9.8,-7.05,3.0
5.42,-7.52,4.0
-8.56,-2.63,3.0
1.98,-8.75,4.0
-9.34,-9.81,3.0
-9.13,-7.18,3.0
7.67,4.69,1.0
-2.65,-2.2,3.0
1.83,-1.73,4.0
-4.01,1.89,2.0
-9.58,9.2,2.0
-7.04,-4.17,3.0
0.69,8.78,1.0
-6.73,-8.07,3.0
-7.37,3.43,2.0
3.13,-0.22,4.0
7.0,-3.79,4.0
2.94,5.35,1.0
4.72,7.89,1.0
6.54,-0.04,4.0
-7.22,-0.28,3.0
5.93,-9.32,4.0
3.92,-6.71,4.0
-6.98,-7.03,3.0
4.03,4.03,1.0
8.16,-2.72,4.0
-5.3,-0.33,3.0
-7.77,0.24,2.0
-7.13,-7.39,3.0
-6.55,4.22,2.0
-5.47,2.38,2.0
-5.07,-7.74,3.0
2.65,-1.73,4.0
3.27,7.76,1.0
7.76,4.23,1.0
4.83,-4.55,4.0
1.71,-6.19,4.0
-3.06,3.42,2.0
-7.0,-6.38,3.0
7.79,-4.78,4.0
-2.43,-1.08,3.0
0.97,7.6,1.0
-7.57,-5.85,3.0
7.34,-6.47,4.0
-5.87,7.11,2.0
0.49,-7.98,4.0
5.99,-7.88,4.0
2.97,-9.48,4.0
9.57,-4.66,4.0
-3.77,-8.91,3.0
8.67,-2.53,4.0
-6.12,4.36,2.0
-8.2,-7.34,3.0
6.22,3.33,1.0
9.5,3.46,1.0
5.26,-9.09,4.0
-0.92,8.32,2.0
9.31,-8.9,4.0
-7.73,-7.48,3.0
-6.02,-6.68,3.0
-7.93,3.57,2.0
-1.36,-3.5,3.0
7.54,9.96,1.0
-7.88,0.57,2.0
6.51,3.07,1.0
-5.36,2.74,2.0
9.21,9.9,1.0
-4.78,7.39,2.0
2.02,4.73,1.0
9.23,5.92,1.0
0.29,-8.48,4.0
8.01,-3.47,4.0
0.7,-5.71,4.0
-5.84,4.97,2.0
-7.0,2.57,2.0
4.49,-3.22,4.0
-5.75,3.8,2.0
-2.95,3.65,2.0
-9.81,7.84,2.0
2.6,4.81,1.0
8.96,-1.77,4.0
2.12,-0.71,4.0
8.09,1.42,1.0
-3.08,6.95,2.0
1.24,4.2,1.0
5.74,-6.29,4.0
-3.2,3.81,2.0
-7.28,1.66,2.0
-7.81,-2.75,3.0
2.76,3.19,1.0
-5.16,2.34,2.0
-7.86,-3.5,3.0
-4.3,3.62,2.0
9.51,3.0,1.0
-7.74,9.92,2.0
0.25,8.19,1.0
-0.18,-1.15,3.0
-5.93,1.99,2.0
-3.08,-7.71,3.0
1.18,-1.63,4.0
-9.76,-7.99,3.0
2.31,7.98,1.0
6.82,9.1,1.0
9.31,-4.41,4.0
2.18,6.16,1.0
-3.0,-9.87,3.0
1.06,-5.05,4.0
-6.5,6.24,2.0
3.94,-4.09,4.0
-1.85,-5.95,3.0
8.38,-4.24,4.0
-4.68,-3.45,3.0
0.23,-5.22,4.0
-5.78,-8.21,3.0
6.08,3.32,1.0
-7.43,8.62,2.0
3.63,6.84,1.0
4.02,-1.48,4.0
3.31,1.12,1.0
4.46,-4.98,4.0
-3.97,-9.96,3.0
9.33,0.92,1.0
-6.92,4.14,2.0
0.77,3.46,1.0
-4.31,-0.79,3.0
9.59,-3.24,4.0
8.2,1.63,1.0
7.49,-0.97,4.0
-5.19,-0.56,3.0
9.35,-2.7,4.0
-9.98,-3.88,3.0
3.68,-0.2,4.0
-5.97,-0.86,3.0
2.56,-9.43,4.0
7.62,-7.27,4.0
-4.11,-9.39,3.0
-9.86,-6.37,3.0
8.49,8.54,1.0
-8.44,-0.3,3.0
8.69,6.77,1.0
2.6,8.4,1.0
-9.8,-1.74,3.0
-6.74,-0.67,3.0
4.54,-5.26,4.0
1.88,-2.05,4.0
5.75,-3.3,4.0
-2.2,-4.24,3.0
-4.86,-6.82,3.0
0.67,1.35,1.0
2.93,3.91,1.0
8.66,1.85,1.0
-8.88,7.81,2.0
5.14,-9.82,4.0
2.57,7.96,1.0
-6.24,8.36,2.0
7.51,2.87,1.0
-1.33,-3.05,3.0
-8.16,4.56,2.0
7.16,5.06,1.0
4.06,5.67,1.0
0.44,-0.06,4.0
9.06,3.39,1.0
3.03,-9.3,4.0
-8.86,-8.92,3.0
8.75,-3.16,4.0
-4.19,-9.25,3.0
8.46,5.92,1.0
6.0,-6.03,4.0
-1.56,5.18,2.0
-0.18,9.64,2.0
-0.22,6.13,2.0
-7.52,1.21,2.0
1.62,2.23,1.0
-4.86,-3.91,3.0
-7.5,3.04,2.0
1.85,8.2,1.0
1.09,-0.69,4.0
4.52,-3.27,4.0
1.21,-0.57,4.0
4.61,4.09,1.0
4.77,3.41,1.0
-0.53,5.96,2.0
0.11,6.52,1.0
-4.24,1.46,2.0
-8.49,-7.64,3.0
-9.27,-8.16,3.0
0.55,0.72,1.0
4.94,3.59,1.0
3.76,0.11,1.0
-3.66,-4.33,3.0
-1.64,3.21,2.0
1.52,-8.07,4.0
-6.48,-8.32,3.0
7.78,-3.06,4.0
6.72,2.55,1.0
-5.57,-6.89,3.0
7.5,-5.89,4.0
-7.91,0.51,2.0
8.19,-8.88,4.0
-3.98,4.9,2.0
9.64,-5.93,4.0
6.49,-4.43,4.0
-4.97,6.06,2.0
-8.41,-9.0,3.0
-1.05,2.09,2.0
7.63,-2.6,4.0
-8.13,-7.78,3.0
-4.07,7.01,2.0
-6.5,-3.6,3.0
2.96,-7.31,4.0
-7.95,-4.71,3.0
5.18,-2.36,4.0
6.78,1.75,1.0
4.21,-3.3,4.0
-7.35,0.67,2.0
7.11,-0.17,4.0
8.52,-2.31,4.0
-8.09,5.08,2.0
-9.37,3.97,2.0
-9.65,5.68,2.0
2.04,8.1,1.0
8.72,3.51,1.0
-7.22,9.97,2.0
-1.13,-6.68,3.0
-4.15,8.48,2.0
-6.38,3.39,2.0
-3.78,4.71,2.0
9.67,2.06,1.0
-0.87,-9.42,3.0
7.15,-4.18,4.0
1.61,-0.99,4.0
-8.72,2.43,2.0
-4.33,-4.6,3.0
1.2,-3.39,4.0
-2.18,3.16,2.0
-3.49,6.95,2.0
-0.18,-1.79,3.0
5.82,5.34,1.0
-2.67,4.44,2.0
3.23,-9.52,4.0
0.66,1.75,1.0
9.57,7.44,1.0
-1.28,0.73,2.0
-9.36,7.33,2.0
1.05,4.77,1.0
-0.58,-2.38,3.0
-8.3,-2.09,3.0
-3.41,8.42,2.0
3.24,2.44,1.0
-0.49,3.42,2.0
-3.64,4.28,2.0
-8.24,-1.11,3.0
7.54,-6.55,4.0
-9.43,6.16,2.0
8.99,-2.18,4.0
-3.72,0.92,2.0
8.26,-5.09,4.0
-6.2,6.03,2.0
3.04,4.7,1.0
-3.13,5.15,2.0
3.2,1.21,1.0
-1.96,5.01,2.0
-2.35,-3.1,3.0
-3.52,1.67,2.0
-5.43,-9.67,3.0
-1.41,8.58,2.0
8.58,-7.35,4.0
-7.36,2.78,2.0
1.25,9.66,1.0
-3.3,0.37,2.0
1.2,-2.38,4.0
2.39,-2.51,4.0
4.05,6.35,1.0
4.21,8.5,1.0
6.05,9.68,1.0
-4.1,-6.46,3.0
-9.36,-6.89,3.0
-6.01,4.83,2.0
-5.61,-4.4,3.0
-6.33,9.33,2.0
6.94,-9.37,4.0
-6.33,-6.38,3.0
5.09,-2.5,4.0
8.98,-1.69,4.0
8.37,8.9,1.0
-6.68,1.05,2.0
3.42,9.41,1.0
3.7,5.11,1.0
-3.03,0.31,2.0
1.11,7.65,1.0
9.69,-6.59,4.0
-7.67,-3.52,3.0
3.01,3.5,1.0
-9.89,-3.66,3.0
2.0,8.33,1.0
-6.32,5.84,2.0
-2.13,-6.29,3.0
1.64,-1.95,4.0
-5.71,4.52,2.0
8.88,-6.49,4.0
-2.25,-9.7,3.0
5.59,2.82,1.0
-9.06,-1.78,3.0
4.64,-1.3,4.0
0.14,9.05,1.0
7.28,4.98,1.0
-8.59,-2.83,3.0
-8.0,-2.84,3.0
-5.17,-2.95,3.0
8.83,1.84,1.0
7.03,-8.26,4.0
9.89,9.19,1.0
7.36,7.72,1.0
2.64,-1.85,4.0
-8.1,-8.87,3.0
1.6,2.82,1.0
0.5,8.94,1.0
-5.54,-1.66,3.0
0.91,6.36,1.0
-5.42,7.7,2.0
-5.22,-5.73,3.0
4.26,0.57,1.0
-6.44,4.92,2.0
-5.35,1.04,2.0
-7.79,0.82,2.0
-7.03,9.96,2.0
-4.01,4.39,2.0
0.3,-0.55,4.0
-4.68,3.02,2.0
-0.88,2.02,2.0
-2.9,5.97,2.0
-1.13,-2.51,3.0
4.98,4.62,1.0
-2.42,-9.85,3.0
4.25,3.88,1.0
-2.77,-0.03,3.0
-8.38,8.59,2.0
1.0,-0.14,4.0
4.36,7.49,1.0
9.97,6.77,1.0
-2.92,6.76,2.0
6.74,2.9,1.0
2.7,-7.48,4.0
6.3,4.49,1.0
-7.42,3.32,2.0
-1.04,0.72,2.0
-4.86,5.21,2.0
-1.25,2.14,2.0
-3.77,1.41,2.0
-5.23,8.74,2.0
1.92,8.1,1.0
-4.93,8.95,2.0
-6.56,1.66,2.0
5.32,-9.87,4.0
9.13,8.83,1.0
4.25,8.81,1.0
-0.19,-3.49,3.0
-8.06,-5.91,3.0
5.85,-6.74,4.0
7.95,-3.07,4.0
-2.18,2.23,2.0
3.84,8.19,1.0
-0.36,-4.62,3.0
1.51,-5.01,4.0
-0.3,4.51,2.0
6.06,-2.69,4.0
4.06,9.95,1.0
-8.17,2.89,2.0
3.85,1.32,1.0
3.2,4.37,1.0
-8.07,-1.33,3.0
8.32,6.91,1.0
3.74,-2.6,4.0
-6.28,-5.79,3.0
-6.17,4.43,2.0
1.96,3.13,1.0
-8.06,6.61,2.0
2.35,6.81,1.0
-9.7,-9.91,3.0
7.08,-7.76,4.0
-5.11,-1.35,3.0
0.07,-0.03,4.0
-6.81,2.04,2.0
4.06,-7.19,4.0
-6.54,-2.04,3.0
