X,Y,Q
8.41,6.69,1.0
-8.7,8.47,2.0
2.91,-1.36,4.0
-0.2,3.91,2.0
-3.86,-9.12,3.0
8.04,9.46,1.0
-5.12,6.29,2.0
-7.9,-0.94,3.0
-6.12,-2.77,3.0
2.13,-9.33,4.0
7.82,4.49,1.0
6.7,-4.13,4.0
-9.1,6.77,2.0
-7.09,5.46,2.0
-5.99,-8.96,3.0
-3.66,1.87,2.0
-8.11,-3.63,3.0
-4.79,-8.91,3.0
7.71,-2.38,4.0
4.65,9.19,1.0
-5.75,2.75,2.0
4.72,8.66,1.0
-4.31,5.8,2.0
-4.94,-7.65,3.0
3.57,-0.57,4.0
0.12,-5.68,4.0
-1.59,9.87,2.0
-0.62,7.21,2.0
8.32,7.77,1.0
-6.71,9.25,2.0
8.17,-6.98,4.0
-2.31,1.27,2.0
6.35,8.16,1.0
1.95,-3.96,4.0
2.79,5.71,1.0
-8.57,-2.04,3.0
6.51,-8.96,4.0
-0.51,-5.87,3.0
-7.41,0.67,2.0
-6.72,6.27,2.0
-8.52,-9.73,3.0
2.93,-5.22,4.0
-2.0,-2.88,3.0
2.46,-1.15,4.0
3.15,2.16,1.0
8.44,4.38,1.0
-7.24,-6.98,3.0
-8.47,5.09,2.0
3.25,-5.96,4.0
-9.48,-0.03,3.0
-9.68,2.13,2.0
1.12,-4.79,4.0
8.32,4.79,1.0
-4.36,-8.29,3.0
-8.62,-0.86,3.0
-9.72,0.35,2.0
1.8,-1.28,4.0
3.1,-4.13,4.0
-6.33,9.15,2.0
2.53,3.19,1.0
6.53,-4.4,4.0
4.45,-2.35,4.0
4.8,-9.45,4.0
0.64,-0.7,4.0
3.34,6.37,1.0
0.49,4.61,1.0
5.95,6.83,1.0
7.0,-3.93,4.0
2.53,-0.56,4.0
9.99,9.36,1.0
3.78,-8.37,4.0
0.68,1.75,1.0
5.52,9.91,1.0
3.09,-8.2,4.0
1.4,3.49,1.0
-6.05,0.96,2.0
-5.61,1.7,2.0
-7.35,1.37,2.0
2.59,-1.38,4.0
8.32,8.0,1.0
0.25,-3.5,4.0
4.47,-5.06,4.0
0.43,2.16,1.0
-3.07,6.81,2.0
0.78,5.57,1.0
-8.17,9.93,2.0
5.63,9.19,1.0
5.17,5.38,1.0
-4.93,-7.75,3.0
3.11,9.46,1.0
0.84,8.27,1.0
-9.57,-3.47,3.0
-0.11,-3.45,3.0
-3.36,1.74,2.0
-9.42,1.39,2.0
4.69,-7.55,4.0
-4.17,-7.21,3.0
6.09,-5.5,4.0
7.48,6.19,1.0
-1.02,4.85,2.0
-5.98,6.27,2.0
-8.83,7.35,2.0
2.94,-5.18,4.0
7.5,-7.04,4.0
3.81,4.42,1.0
7.27,-9.92,4.0
3.02,-9.58,4.0
-7.73,-0.68,3.0
-3.65,1.31,2.0
6.0,7.31,1.0
-1.68,-0.13,3.0
3.79,-7.14,4.0
-0.21,-8.96,3.0
-9.36,4.2,2.0
-0.03,5.81,2.0
-1.72,7.99,2.0
5.5,9.75,1.0
5.81,-4.52,4.0
0.58,-9.22,4.0
6.11,4.2,1.0
-1.42,-7.45,3.0
-5.73,2.99,2.0
7.36,-9.14,4.0
-1.79,-6.27,3.0
3.59,-0.66,4.0
3.93,7.59,1.0
-5.07,-1.69,3.0
-1.64,4.92,2.0
-0.81,-0.72,3.0
-2.98,7.75,2.0
4.65,-7.94,4.0
-6.57,-5.43,3.0
1.13,-3.31,4.0
0.35,5.97,1.0
1.28,2.77,1.0
-3.5,3.61,2.0
-5.58,-8.05,3.0
3.59,3.99,1.0
9.69,9.89,1.0
2.1,-1.41,4.0
-4.99,-2.9,3.0
3.43,4.15,1.0
-9.7,7.5,2.0
7.27,-4.9,4.0
-6.69,0.83,2.0
8.2,-4.49,4.0
8.71,1.42,1.0
3.64,-6.58,4.0
-2.94,-6.15,3.0
-0.78,3.13,2.0
-2.04,-9.92,3.0
3.94,7.18,1.0
8.76,9.01,1.0
1.63,-9.86,4.0
-9.58,5.56,2.0
9.84,7.81,1.0
-5.83,-9.08,3.0
6.43,5.14,1.0
-7.31,2.16,2.0
8.86,-2.71,4.0
-5.19,-6.23,3.0
2.33,6.23,1.0
1.09,2.27,1.0
-7.57,0.52,2.0
9.01,-1.15,4.0
-7.95,-0.38,3.0
-6.34,9.45,2.0
5.73,-2.73,4.0
1.27,-4.55,4.0
3.6,-3.98,4.0
7.68,-5.79,4.0
-9.35,-3.64,3.0
0.05,-7.31,4.0
-1.88,5.03,2.0
-8.7,7.73,2.0
-3.29,3.93,2.0
-9.44,-2.24,3.0
-5.91,6.5,2.0
-5.74,8.36,2.0
-5.57,-8.42,3.0
-9.92,3.39,2.0
-8.58,0.15,2.0
-7.78,-8.99,3.0
3.88,-9.3,4.0
-1.89,5.93,2.0
2.49,1.92,1.0
-8.24,-4.37,3.0
-3.7,2.88,2.0
9.81,-2.77,4.0
7.69,-3.63,4.0
-6.32,-6.32,3.0
6.98,-9.51,4.0
3.8,2.7,1.0
4.36,-4.18,4.0
2.0,0.99,1.0
-2.22,-3.86,3.0
8.26,-3.32,4.0
-4.41,8.92,2.0
4.08,-0.4,4.0
1.77,-7.32,4.0
7.58,2.87,1.0
2.33,-5.24,4.0
6.61,9.83,1.0
2.45,-1.24,4.0
4.82,2.92,1.0
-6.91,5.27,2.0
-4.13,-9.25,3.0
4.66,-0.1,4.0
-8.23,-6.67,3.0
-9.08,0.32,2.0
4.49,5.37,1.0
-0.54,2.68,2.0
3.34,5.55,1.0
5.74,-7.06,4.0
-3.48,7.81,2.0
-8.1,-9.85,3.0
-3.55,0.76,2.0
7.2,-9.12,4.0
3.62,-8.33,4.0
-0.73,7.66,2.0
-2.13,1.07,2.0
9.73,9.15,1.0
-4.58,-3.26,3.0
4.56,0.19,1.0
8.07,-8.47,4.0
7.68,-8.0,4.0
-7.47,9.68,2.0
4.65,-9.69,4.0
-7.93,-2.95,3.0
-6.22,-9.91,3.0
4.5,6.56,1.0
2.32,-5.25,4.0
-2.99,1.27,2.0
-9.95,-1.92,3.0
-3.22,-3.26,3.0
-8.94,9.57,2.0
-2.8,-9.2,3.0
1.26,5.37,1.0
-8.36,3.21,2.0
6.68,-3.59,4.0
-0.9,5.29,2.0
-1.18,0.73,2.0
-7.44,2.3,2.0
0.24,-2.9,4.0
-9.04,4.64,2.0
-7.6,3.13,2.0
7.11,2.45,1.0
2.39,-7.96,4.0
0.37,-6.42,4.0
0.35,-3.67,4.0
-8.87,5.94,2.0
9.2,0.08,1.0
0.65,-8.75,4.0
5.94,0.19,1.0
-7.46,-0.8,3.0
-8.85,1.81,2.0
-8.66,1.65,2.0
-5.98,7.64,2.0
4.8,-3.47,4.0
9.54,-7.5,4.0
4.98,-2.19,4.0
-1.64,4.35,2.0
-4.61,-0.12,3.0
-9.0,-5.03,3.0
-6.9,-7.82,3.0
-3.15,7.58,2.0
-6.94,5.31,2.0
7.81,-9.33,4.0
8.06,-8.91,4.0
5.51,-1.19,4.0
-1.38,1.36,2.0
-7.08,5.01,2.0
6.74,3.95,1.0
4.3,2.43,1.0
8.71,2.86,1.0
0.26,-9.33,4.0
-4.28,-6.65,3.0
-7.72,-8.62,3.0
1.34,0.29,1.0
2.26,1.23,1.0
-1.31,8.85,2.0
8.36,3.0,1.0
3.81,9.5,1.0
6.26,3.03,1.0
-9.34,-9.84,3.0
3.12,-4.63,4.0
5.05,-1.21,4.0
4.91,-1.68,4.0
3.68,-7.71,4.0
-2.6,-7.01,3.0
-4.06,-5.58,3.0
6.2,0.15,1.0
-3.32,-5.38,3.0
5.84,4.93,1.0
-8.88,6.42,2.0
-3.24,-6.61,3.0
9.77,-7.16,4.0
-4.75,-3.05,3.0
-7.29,-1.27,3.0
0.7,0.43,1.0
7.98,-4.49,4.0
-8.41,-2.17,3.0
5.02,-1.43,4.0
-7.17,-4.84,3.0
-8.61,7.23,2.0
6.33,2.26,1.0
-7.45,2.49,2.0
8.8,1.21,1.0
8.05,-9.79,4.0
-5.34,3.12,2.0
8.58,-8.17,4.0
-7.02,-7.4,3.0
-1.79,7.84,2.0
-3.18,-3.44,3.0
2.42,-2.96,4.0
-2.77,3.14,2.0
-9.73,-9.67,3.0
2.49,1.22,1.0
8.26,4.63,1.0
-7.37,-1.85,3.0
-8.66,7.84,2.0
6.43,5.85,1.0
3.61,7.13,1.0
-7.97,-3.56,3.0
6.34,-7.17,4.0
-8.79,0.14,2.0
-3.8,-2.95,3.0
2.53,7.62,1.0
-4.2,-6.93,3.0
-9.64,6.05,2.0
7.09,-1.08,4.0
-2.61,0.88,2.0
8.43,-9.47,4.0
-6.9,-0.46,3.0
9.62,4.02,1.0
-7.69,-5.05,3.0
-1.35,-0.37,3.0
-8.91,1.3,2.0
9.17,-1.83,4.0
-4.31,8.93,2.0
6.77,-5.71,4.0
0.54,-3.58,4.0
5.19,1.95,1.0
-3.54,8.14,2.0
-9.78,-0.46,3.0
6.16,2.14,1.0
2.65,-9.47,4.0
7.01,5.44,1.0
7.57,6.91,1.0
-2.63,-2.31,3.0
-6.52,8.71,2.0
-7.92,6.55,2.0
2.76,-4.04,4.0
6.57,0.11,1.0
4.26,-2.01,4.0
-8.45,2.12,2.0
-2.4,4.56,2.0
8.92,9.31,1.0
-6.83,-9.49,3.0
-2.17,7.17,2.0
-4.73,-7.91,3.0
2.42,5.49,1.0
8.28,-1.45,4.0
-7.88,6.87,2.0
9.58,-4.36,4.0
1.84,1.91,1.0
-1.38,2.7,2.0
7.14,2.48,1.0
-8.12,6.16,2.0
9.15,-0.87,4.0
-5.59,-4.07,3.0
-1.05,4.35,2.0
-1.81,-7.51,3.0
-6.88,3.47,2.0
-8.32,5.12,2.0
7.09,4.62,1.0
1.58,2.24,1.0
-3.49,5.75,2.0
-8.53,7.48,2.0
-8.17,-4.91,3.0
3.7,-3.25,4.0
9.29,7.64,1.0
-6.23,-4.21,3.0
-8.88,2.32,2.0
2.08,0.64,1.0
4.17,1.18,1.0
-3.78,-2.1,3.0
7.61,6.81,1.0
5.05,-4.48,4.0
-9.09,7.08,2.0
0.29,-7.88,4.0
0.6,-0.98,4.0
-5.03,1.1,2.0
-3.9,1.78,2.0
-1.91,0.16,2.0
-8.35,7.54,2.0
-2.41,-5.89,3.0
-4.06,-2.04,3.0
-9.6,7.27,2.0
7.88,-4.64,4.0
-6.72,-5.27,3.0
-4.26,7.89,2.0
7.54,-7.26,4.0
0.72,-4.68,4.0
-2.76,-1.88,3.0
6.25,-4.29,4.0
1.46,1.96,1.0
7.76,-3.36,4.0
-4.86,-3.84,3.0
1.11,-6.67,4.0
4.83,9.97,1.0
5.1,-4.33,4.0
1.37,2.0,1.0
5.92,-2.66,4.0
-5.63,1.65,2.0
2.6,1.9,1.0
-8.17,-6.5,3.0
3.55,-9.33,4.0
-2.45,-2.48,3.0
6.68,-0.12,4.0
8.09,9.34,1.0
-0.55,-3.47,3.0
-1.46,-9.24,3.0
-0.06,-0.81,3.0
-7.98,8.73,2.0
6.5,1.86,1.0
1.78,7.62,1.0
7.13,-9.37,4.0
-1.5,-0.32,3.0
4.2,-2.81,4.0
-7.11,0.74,2.0
2.85,-4.04,4.0
0.29,9.98,1.0
-9.28,-3.82,3.0
-5.75,5.1,2.0
0.24,4.55,1.0
-6.63,7.75,2.0
4.58,-7.74,4.0
2.31,-9.81,4.0
0.99,4.39,1.0
2.8,5.17,1.0
5.64,1.2,1.0
4.19,-2.48,4.0
-0.56,-6.06,3.0
-8.87,8.46,2.0
-0.72,0.02,2.0
-6.41,-5.82,3.0
-3.86,-3.38,3.0
-6.93,1.85,2.0
-3.03,-0.99,3.0
1.09,-2.27,4.0
1.37,0.57,1.0
3.21,-4.09,4.0
-7.37,-2.43,3.0
-8.87,1.17,2.0
-4.24,5.89,2.0
-2.3,-0.21,3.0
-3.41,-2.21,3.0
-7.06,5.34,2.0
-1.52,8.15,2.0
-0.53,3.47,2.0
4.35,-2.4,4.0
-1.43,-5.65,3.0
9.44,-9.74,4.0
-7.79,-5.95,3.0
9.29,6.75,1.0
-9.81,4.05,2.0
-5.29,-8.37,3.0
-8.94,-8.02,3.0
1.36,9.38,1.0
1.44,4.68,1.0
-9.39,0.63,2.0
-2.59,-1.96,3.0
3.45,6.22,1.0
8.47,8.88,1.0
-5.8,-8.14,3.0
1.51,3.67,1.0
6.01,-5.91,4.0
0.32,-2.77,4.0
6.41,-6.07,4.0
8.96,8.27,1.0
1.09,8.49,1.0
4.1,0.67,1.0
1.99,2.45,1.0
5.29,-5.69,4.0
-9.26,-4.71,3.0
-0.19,-5.13,3.0
8.66,-6.87,4.0
1.64,-9.45,4.0
-5.07,5.59,2.0
-5.83,5.97,2.0
-5.34,8.52,2.0
-7.53,5.25,2.0
-6.97,4.21,2.0
-4.21,4.48,2.0
-3.17,-9.59,3.0
7.76,6.1,1.0
6.91,0.27,1.0
-6.28,-4.45,3.0
1.75,1.96,1.0
-3.36,8.87,2.0
-0.74,-9.51,3.0
3.07,2.02,1.0
-0.05,-3.66,3.0
-2.26,3.54,2.0
6.76,0.17,1.0
-7.85,-5.35,3.0
-6.96,4.33,2.0
-3.81,4.16,2.0
0.96,5.96,1.0
4.58,9.13,1.0
-9.15,-3.07,3.0
-9.85,6.66,2.0
2.06,2.14,1.0
6.34,6.55,1.0
9.4,1.62,1.0
5.42,-2.37,4.0
1.27,-8.77,4.0
-1.02,-9.0,3.0
-2.94,-0.99,3.0
4.3,0.73,1.0
9.14,-1.36,4.0
5.73,-7.04,4.0
-2.72,5.99,2.0
4.66,0.05,1.0
4.23,6.12,1.0
-6.41,-1.47,3.0
-6.2,-8.67,3.0
0.47,8.59,1.0
2.17,-9.03,4.0
-7.84,7.92,2.0
-1.68,-3.59,3.0
3.52,-5.9,4.0
5.31,1.82,1.0
4.6,-4.62,4.0
0.28,-8.97,4.0
-5.94,-6.73,3.0
-2.68,1.07,2.0
3.22,7.66,1.0
0.68,3.86,1.0
9.75,8.89,1.0
-4.33,0.54,2.0
-9.08,-5.49,3.0
-3.68,-1.13,3.0
-2.32,-4.92,3.0
-6.15,3.23,2.0
-1.42,3.35,2.0
-5.88,-5.85,3.0
7.46,-0.85,4.0
-7.26,3.0,2.0
-6.42,2.63,2.0
-2.94,-8.59,3.0
-5.8,1.27,2.0
-9.03,-6.12,3.0
-3.98,0.29,2.0
-2.49,0.85,2.0
-7.43,-9.61,3.0
-5.66,0.28,2.0
7.84,8.99,1.0
8.46,-3.35,4.0
-5.75,-1.12,3.0
6.13,6.17,1.0
-8.78,7.15,2.0
2.26,-9.34,4.0
-1.01,-6.99,3.0
8.45,6.01,1.0
-0.53,9.38,2.0
4.1,0.69,1.0
6.97,-7.24,4.0
9.37,-0.7,4.0
2.1,-1.36,4.0
-9.38,9.38,2.0
2.53,4.21,1.0
1.9,-0.94,4.0
-2.79,0.77,2.0
-4.39,-6.55,3.0
8.53,-2.28,4.0
6.47,5.36,1.0
2.44,9.15,1.0
-2.53,2.01,2.0
5.11,-1.25,4.0
-8.04,9.41,2.0
-5.95,-0.5,3.0
-3.4,-1.86,3.0
5.18,-5.07,4.0
-6.91,8.46,2.0
4.61,-8.75,4.0
0.47,-4.44,4.0
-2.47,-7.72,3.0
2.58,-3.13,4.0
8.05,9.11,1.0
-8.98,7.86,2.0
-3.51,1.59,2.0
-0.01,0.06,2.0
-6.86,-2.84,3.0
4.19,4.91,1.0
2.0,0.86,1.0
-5.54,-5.89,3.0
-5.44,3.61,2.0
-0.8,-7.56,3.0
4.85,8.27,1.0
5.63,-0.42,4.0
-9.76,9.93,2.0
-1.1,-8.46,3.0
-3.38,-2.64,3.0
8.41,5.11,1.0
-3.94,-7.42,3.0
