X,Y,Q
-0.57,-7.55,2.0
-9.81,-7.48,1.0
2.7,-2.48,2.0
7.68,-0.02,2.0
7.84,-4.3,2.0
-0.02,-5.71,2.0
-6.72,-3.97,1.0
3.46,8.68,2.0
-0.85,9.92,1.0
-3.79,-2.66,1.0
5.66,-7.49,2.0
-7.23,4.64,1.0
6.07,-7.87,2.0
-4.84,3.84,1.0
-7.89,-5.14,1.0
3.96,2.69,2.0
-6.08,2.38,1.0
-6.31,-8.77,1.0
-9.18,5.81,1.0
2.29,-6.97,2.0
-7.76,9.95,1.0
7.45,4.73,2.0
2.83,6.73,1.0
5.84,3.8,2.0
9.55,2.67,2.0
5.76,-8.21,2.0
-9.23,4.0,1.0
2.49,-8.7,2.0
-8.6,8.14,1.0
-7.32,-0.63,1.0
-5.1,-8.69,1.0
6.94,-7.66,2.0
-3.55,-3.56,1.0
2.5,1.79,2.0
0.91,3.86,1.0
-2.24,-8.53,2.0
4.61,-8.37,2.0
6.07,-2.74,2.0
6.62,-8.23,2.0
-3.65,9.51,1.0
4.15,9.02,2.0
9.63,-0.09,2.0
1.28,-1.62,2.0
2.86,4.36,2.0
-3.71,9.36,1.0
0.48,1.97,1.0
0.78,9.72,1.0
9.14,5.27,2.0
3.0,-9.9,2.0
-5.53,-4.01,1.0
7.98,-8.69,2.0
-4.05,9.16,1.0
0.16,-1.33,2.0
-4.51,0.37,1.0
4.97,9.74,2.0
1.01,6.65,1.0
8.33,-7.74,2.0
9.99,-0.74,2.0
-8.84,5.32,1.0
6.45,-8.6,2.0
-6.89,6.25,1.0
-3.8,-0.9,1.0
4.91,6.02,2.0
3.31,7.34,2.0
8.96,-0.28,2.0
3.71,4.27,2.0
-2.13,-6.49,2.0
4.93,-3.19,2.0
-2.8,3.16,1.0
-8.31,0.55,1.0
-1.09,0.31,1.0
-0.32,-9.89,2.0
-9.95,6.47,1.0
3.71,9.98,2.0
0.25,-6.74,2.0
9.3,7.49,2.0
-3.95,-2.53,1.0
3.33,-9.59,2.0
3.82,4.3,2.0
-7.05,-8.95,1.0
9.76,6.35,2.0
5.29,-6.41,2.0
3.94,-5.89,2.0
-2.41,0.02,1.0
4.47,-7.17,2.0
-5.93,-0.72,1.0
-7.32,-0.52,1.0
5.22,1.68,2.0
9.51,-1.3,2.0
2.55,-5.61,2.0
-5.68,2.7,1.0
-4.28,-0.05,1.0
-0.42,-6.37,2.0
-2.29,4.8,1.0
5.5,7.1,2.0
-4.59,-9.12,1.0
8.56,-4.0,2.0
8.61,-2.8,2.0
-0.35,-0.69,2.0
6.16,8.71,2.0
0.21,5.09,1.0
-0.67,7.23,1.0
-5.63,-2.91,1.0
-6.45,-2.33,1.0
3.64,7.76,2.0
1.29,-2.22,2.0
0.27,-3.59,2.0
0.77,8.26,1.0
-0.07,-5.09,2.0
4.37,-1.87,2.0
-2.19,8.02,1.0
2.93,7.12,1.0
-8.9,6.78,1.0
3.47,3.36,2.0
-7.11,-8.37,1.0
-0.69,-0.37,2.0
-5.22,-4.31,1.0
8.09,1.24,2.0
7.69,-2.06,2.0
4.35,4.82,2.0
-1.12,-4.24,2.0
4.26,-7.5,2.0
-4.18,7.94,1.0
-5.13,-3.01,1.0
6.9,8.41,2.0
6.91,5.39,2.0
1.68,2.41,1.0
1.62,4.69,1.0
8.63,7.21,2.0
6.75,-4.77,2.0
-1.73,-5.25,2.0
7.76,5.43,2.0
4.76,-2.34,2.0
-9.53,-0.41,1.0
0.22,9.47,1.0
-9.93,-4.23,1.0
5.45,-4.99,2.0
3.9,1.75,2.0
-6.15,-8.75,1.0
-0.44,-3.96,2.0
-1.33,-0.88,2.0
-2.1,-7.74,2.0
-6.93,-3.68,1.0
3.9,1.3,2.0
8.88,-9.76,2.0
5.66,-6.12,2.0
0.27,-9.76,2.0
1.27,5.9,1.0
6.0,4.62,2.0
-3.83,2.25,1.0
-9.03,-7.15,1.0
2.47,0.44,2.0
-4.0,7.54,1.0
-9.63,0.78,1.0
0.69,9.91,1.0
-3.11,-8.29,2.0
3.7,2.54,2.0
3.0,-7.24,2.0
-4.23,-9.84,1.0
-3.74,-7.27,1.0
-6.68,-5.48,1.0
-2.57,-9.25,2.0
1.84,2.41,1.0
-0.15,0.15,1.0
9.61,2.15,2.0
-4.97,-5.82,1.0
3.06,1.33,2.0
-8.85,-8.03,1.0
-2.73,-8.12,2.0
-8.37,-2.24,1.0
-5.77,-8.55,1.0
8.91,7.13,2.0
-5.54,-8.53,1.0
6.67,7.27,2.0
4.35,9.02,2.0
-6.81,6.1,1.0
-4.85,5.96,1.0
-4.96,5.15,1.0
1.82,7.45,1.0
-1.18,-7.96,2.0
8.59,-5.57,2.0
-6.95,2.41,1.0
2.21,-6.57,2.0
0.36,6.32,1.0
2.11,-9.97,2.0
8.71,9.83,2.0
5.22,3.43,2.0
1.46,0.33,2.0
8.44,-9.47,2.0
5.41,7.45,2.0
-8.12,-1.3,1.0
7.87,7.57,2.0
1.03,-9.88,2.0
0.74,6.94,1.0
-6.09,7.87,1.0
-2.68,1.33,1.0
-3.51,-2.46,1.0
7.85,8.04,2.0
5.63,-6.59,2.0
9.14,-1.96,2.0
1.84,-0.06,2.0
-8.61,9.37,1.0
-3.72,-0.2,1.0
6.63,1.86,2.0
-5.84,9.22,1.0
-1.34,-1.99,2.0
-5.73,-3.07,1.0
-9.29,-4.68,1.0
9.09,-4.12,2.0
1.03,-7.1,2.0
-6.13,-5.86,1.0
-8.65,-8.17,1.0
4.78,-6.01,2.0
8.42,0.24,2.0
2.32,-9.87,2.0
-9.22,1.59,1.0
1.27,-5.09,2.0
7.9,-7.03,2.0
-3.46,0.55,1.0
2.3,9.37,1.0
7.98,0.84,2.0
-6.67,-9.72,1.0
1.75,-9.21,2.0
-2.98,2.54,1.0
0.96,0.54,1.0
-9.05,0.57,1.0
-1.97,9.92,1.0
-5.03,-9.71,1.0
4.58,-3.0,2.0
-7.36,-5.28,1.0
0.71,0.39,1.0
-4.19,2.54,1.0
9.3,2.01,2.0
-9.16,-8.36,1.0
5.59,8.38,2.0
-6.99,8.94,1.0
9.8,1.76,2.0
5.44,-5.82,2.0
-2.31,-5.31,2.0
8.2,-0.11,2.0
4.01,-5.85,2.0
8.8,-4.11,2.0
-0.55,-4.09,2.0
-0.08,4.69,1.0
-4.2,1.37,1.0
4.45,7.55,2.0
3.38,7.97,2.0
-7.77,6.54,1.0
2.95,-8.28,2.0
1.53,-3.94,2.0
-8.41,7.51,1.0
7.58,-9.41,2.0
0.03,-8.93,2.0
2.64,-0.76,2.0
-8.55,0.28,1.0
-1.71,-9.4,2.0
8.19,8.13,2.0
-7.87,4.84,1.0
-7.31,-8.24,1.0
1.91,-4.83,2.0
4.75,5.67,2.0
-5.29,-7.11,1.0
8.75,-8.51,2.0
9.72,-9.03,2.0
0.89,-0.77,2.0
-7.1,8.68,1.0
8.46,-8.03,2.0
-8.29,0.18,1.0
9.13,-8.83,2.0
9.83,-5.99,2.0
9.79,7.04,2.0
-1.87,-2.88,2.0
5.63,2.83,2.0
-8.94,1.76,1.0
2.64,1.92,2.0
-5.3,-2.8,1.0
7.44,8.42,2.0
7.79,8.46,2.0
3.24,-8.18,2.0
-9.65,-2.18,1.0
-7.93,1.51,1.0
9.4,7.14,2.0
-8.37,3.57,1.0
7.14,5.64,2.0
-9.36,-8.55,1.0
4.11,-5.61,2.0
-6.49,-2.75,1.0
4.69,-9.77,2.0
0.42,0.06,1.0
2.79,0.08,2.0
1.7,-0.42,2.0
-7.57,-3.58,1.0
-2.27,-6.64,2.0
-4.35,-9.21,1.0
7.65,-0.58,2.0
-9.02,-7.43,1.0
2.95,-2.07,2.0
-1.46,-3.9,2.0
2.75,0.16,2.0
8.94,-9.52,2.0
0.35,-0.22,2.0
2.02,5.84,1.0
-0.89,-7.7,2.0
3.02,0.6,2.0
9.23,-6.75,2.0
1.31,6.7,1.0
-8.39,-9.95,1.0
-3.22,2.12,1.0
-9.43,2.48,1.0
-3.35,-3.4,1.0
9.93,9.94,2.0
7.18,7.96,2.0
6.61,-9.76,2.0
-6.76,9.78,1.0
0.06,3.2,1.0
-1.02,7.3,1.0
-6.87,-8.85,1.0
-3.41,-8.08,1.0
8.56,4.45,2.0
5.14,-8.14,2.0
9.94,-5.47,2.0
-7.23,-3.56,1.0
8.41,8.03,2.0
-5.98,9.55,1.0
1.04,6.1,1.0
4.82,-2.06,2.0
-6.74,-1.8,1.0
7.54,-5.31,2.0
-4.22,7.76,1.0
-2.95,-5.78,1.0
1.16,-5.22,2.0
8.92,5.21,2.0
-1.34,-8.2,2.0
5.84,-8.01,2.0
6.64,-7.67,2.0
-5.01,1.6,1.0
9.03,-4.38,2.0
4.08,-8.6,2.0
-0.21,0.52,1.0
-0.77,2.58,1.0
-1.77,8.5,1.0
-7.2,0.58,1.0
8.35,-2.18,2.0
3.46,-8.89,2.0
-9.6,6.85,1.0
-6.39,1.61,1.0
-6.89,7.16,1.0
7.53,9.54,2.0
0.48,-8.08,2.0
2.82,-0.66,2.0
-5.33,3.07,1.0
6.69,0.55,2.0
-6.58,7.38,1.0
-4.44,0.13,1.0
-6.44,6.92,1.0
2.68,-9.48,2.0
-9.08,8.87,1.0
4.61,-2.03,2.0
6.82,-9.01,2.0
-7.37,8.33,1.0
-7.77,2.51,1.0
4.85,3.75,2.0
3.57,9.57,2.0
7.22,8.19,2.0
8.17,9.79,2.0
-8.74,-6.11,1.0
1.81,-4.53,2.0
-6.74,8.53,1.0
-5.84,-0.13,1.0
6.89,-5.4,2.0
7.11,-9.78,2.0
6.28,-5.09,2.0
-4.67,-0.48,1.0
-2.96,4.59,1.0
-5.27,-4.51,1.0
-8.19,-2.44,1.0
-9.67,8.62,1.0
-0.53,-8.55,2.0
-2.54,7.23,1.0
-9.99,-0.41,1.0
6.83,-8.46,2.0
5.82,-9.69,2.0
8.43,2.62,2.0
0.57,-1.26,2.0
-3.28,2.37,1.0
0.84,-1.06,2.0
5.29,6.21,2.0
-7.01,4.18,1.0
3.27,-9.89,2.0
-0.73,-7.28,2.0
-3.84,-0.26,1.0
0.03,5.63,1.0
-5.51,4.5,1.0
-4.22,8.69,1.0
-8.13,4.78,1.0
4.81,-8.19,2.0
0.2,9.72,1.0
-7.83,-9.63,1.0
6.64,-5.99,2.0
6.39,-0.96,2.0
-5.61,7.89,1.0
7.9,-5.36,2.0
-0.61,8.5,1.0
-9.0,-9.61,1.0
3.94,-0.53,2.0
7.67,-6.17,2.0
-5.59,-4.78,1.0
0.82,0.83,1.0
-4.76,-3.91,1.0
5.73,-6.95,2.0
1.63,7.05,1.0
4.47,0.25,2.0
-5.13,-8.72,1.0
-3.64,-5.33,1.0
8.77,-4.19,2.0
-2.47,-5.76,2.0
0.67,-2.26,2.0
9.51,-1.92,2.0
4.01,-1.99,2.0
5.86,-3.67,2.0
-10.0,7.88,1.0
6.75,-0.13,2.0
0.74,-9.36,2.0
7.33,-1.55,2.0
-5.76,3.01,1.0
-7.35,-0.42,1.0
-0.68,-0.62,2.0
5.67,-9.35,2.0
2.02,5.85,1.0
-6.78,-7.43,1.0
2.1,2.93,1.0
7.58,-5.35,2.0
-7.75,-4.95,1.0
7.97,4.17,2.0
1.58,5.13,1.0
0.82,2.58,1.0
9.33,-6.4,2.0
-7.11,-2.05,1.0
1.07,6.51,1.0
0.69,9.43,1.0
7.8,0.72,2.0
-7.48,7.16,1.0
-9.93,-7.71,1.0
0.61,4.81,1.0
1.45,-5.6,2.0
2.73,6.71,1.0
9.75,7.1,2.0
0.91,-1.43,2.0
7.4,6.79,2.0
7.43,-7.57,2.0
2.51,8.82,1.0
0.71,5.1,1.0
2.21,-5.24,2.0
3.23,0.93,2.0
0.95,3.89,1.0
-5.68,-7.53,1.0
-0.12,9.65,1.0
-2.39,-3.37,1.0
5.3,4.54,2.0
6.58,-9.93,2.0
7.34,-4.53,2.0
8.06,-1.96,2.0
-9.01,4.16,1.0
-5.03,-0.77,1.0
-1.8,6.09,1.0
2.6,3.59,2.0
7.1,-7.8,2.0
-1.92,7.76,1.0
9.71,6.31,2.0
3.14,-8.44,2.0
-9.93,-7.97,1.0
-9.15,-1.38,1.0
6.48,-0.21,2.0
0.61,6.93,1.0
-1.22,-4.12,2.0
-1.04,3.58,1.0
-4.74,-2.34,1.0
-3.15,-4.27,1.0
-6.88,-7.4,1.0
-8.26,4.62,1.0
-3.06,-1.23,1.0
0.38,1.63,1.0
3.98,-3.82,2.0
-5.69,-1.97,1.0
-2.8,5.49,1.0
-7.03,-9.57,1.0
-2.8,-9.87,2.0
-7.49,-6.24,1.0
7.44,-6.34,2.0
-9.81,-3.58,1.0
-7.01,-9.09,1.0
5.86,6.21,2.0
-5.52,-9.89,1.0
-9.56,7.66,1.0
3.3,4.8,2.0
-3.44,-4.84,1.0
-5.57,6.12,1.0
-9.67,8.88,1.0
4.46,-7.14,2.0
-3.9,4.37,1.0
4.1,0.88,2.0
-7.76,-6.64,1.0
-5.6,9.27,1.0
2.46,-6.89,2.0
-3.25,-8.66,2.0
-5.29,3.1,1.0
0.17,-3.65,2.0
-5.69,5.88,1.0
-5.0,5.51,1.0
-7.34,9.29,1.0
8.46,-1.56,2.0
-7.98,7.85,1.0
-3.2,6.76,1.0
6.43,-6.23,2.0
3.83,1.04,2.0
7.55,-4.97,2.0
-7.3,-0.06,1.0
5.54,-2.43,2.0
-4.68,5.77,1.0
-0.3,2.89,1.0
9.31,-2.62,2.0
7.05,-2.59,2.0
-8.12,-4.17,1.0
9.06,9.49,2.0
-4.84,9.7,1.0
4.37,6.6,2.0
8.95,0.32,2.0
-4.65,3.92,1.0
-8.4,1.94,1.0
-6.75,-2.46,1.0
4.74,-8.4,2.0
0.29,-8.18,2.0
1.43,-4.71,2.0
2.73,-6.39,2.0
-4.86,-1.74,1.0
-3.22,5.12,1.0
-1.7,2.75,1.0
5.41,2.97,2.0
-2.79,-2.15,1.0
-1.83,-1.89,2.0
-3.67,-7.5,1.0
1.23,-2.07,2.0
5.18,-4.62,2.0
-4.69,9.67,1.0
1.77,-4.9,2.0
0.99,-8.4,2.0
2.01,5.1,1.0
-4.82,-7.08,1.0
4.62,-7.46,2.0
-4.82,1.07,1.0
-2.3,-1.73,1.0
4.08,-4.41,2.0
-0.52,-2.55,2.0
-3.28,2.64,1.0
2.29,8.54,1.0
-0.64,-9.21,2.0
1.85,1.04,2.0
5.84,-5.52,2.0
-3.39,3.18,1.0
-0.93,8.98,1.0
-3.44,8.94,1.0
2.99,8.39,1.0
3.47,-4.42,2.0
7.32,-0.72,2.0
-1.73,-3.78,2.0
0.35,4.8,1.0
-7.69,3.63,1.0
-9.45,-1.06,1.0
3.18,5.32,2.0
-0.38,-3.16,2.0
-5.33,-2.28,1.0
-5.13,-4.33,1.0
4.68,4.75,2.0
-1.64,0.47,1.0
-2.16,4.85,1.0
-9.69,-3.01,1.0
6.17,-8.93,2.0
6.06,-5.68,2.0
-8.34,2.34,1.0
-2.05,-9.9,2.0
-3.84,-4.3,1.0
3.9,4.48,2.0
6.72,5.89,2.0
-0.92,8.12,1.0
7.95,-5.73,2.0
1.53,-8.35,2.0
-4.31,-8.57,1.0
4.6,-1.58,2.0
-9.65,0.53,1.0
-0.04,9.93,1.0
-8.54,-3.27,1.0
-0.48,-2.95,2.0
7.51,8.55,2.0
8.8,3.1,2.0
-1.97,-8.96,2.0
-9.83,0.54,1.0
3.01,8.36,1.0
-1.34,-3.82,2.0
-2.06,2.98,1.0
2.76,-7.37,2.0
9.33,7.36,2.0
-6.66,-8.64,1.0
5.45,9.55,2.0
-5.52,8.65,1.0
3.7,-1.01,2.0
5.0,8.98,2.0
6.99,7.89,2.0
2.97,-0.4,2.0
-2.46,-4.9,2.0
2.2,-3.29,2.0
4.7,-4.12,2.0
-0.34,-6.51,2.0
-5.65,-0.24,1.0
6.79,-2.66,2.0
0.57,3.75,1.0
-6.0,0.21,1.0
4.94,-4.2,2.0
2.99,-9.71,2.0
8.8,7.76,2.0
-8.44,-7.0,1.0
-0.63,-4.41,2.0
8.37,-5.19,2.0
3.1,3.61,2.0
2.7,4.81,2.0
5.65,0.48,2.0
-5.34,6.39,1.0
-0.11,4.66,1.0
-4.99,-1.23,1.0
7.89,3.22,2.0
-6.9,5.07,1.0
9.33,-3.07,2.0
-0.15,5.61,1.0
-4.72,-3.34,1.0
9.74,-3.2,2.0
6.26,7.51,2.0
5.08,6.1,2.0
-5.05,6.46,1.0
-6.04,3.86,1.0
-4.85,-3.2,1.0
-2.44,2.62,1.0
2.11,-1.15,2.0
0.88,-3.48,2.0
3.73,1.61,2.0
9.04,4.12,2.0
-8.74,-7.73,1.0
7.11,-2.76,2.0
5.05,8.41,2.0
-9.63,6.61,1.0
-6.63,1.77,1.0
-9.39,8.27,1.0
-4.62,6.46,1.0
-6.97,4.6,1.0
-7.49,5.43,1.0
-6.94,2.55,1.0
-6.97,-2.29,1.0
8.49,8.21,2.0
-1.75,-3.99,2.0
6.73,-5.02,2.0
-7.49,-7.42,1.0
-4.94,-2.57,1.0
-3.53,6.57,1.0
-3.23,-4.21,1.0
-8.62,-6.26,1.0
-5.83,1.17,1.0
-6.39,3.05,1.0
1.37,3.66,1.0
7.86,-3.73,2.0
-4.25,-0.44,1.0
2.97,-9.35,2.0
-4.47,7.54,1.0
-6.27,-7.31,1.0
-4.21,2.67,1.0
-2.25,-6.64,2.0
6.77,-8.1,2.0
-2.42,-7.68,2.0
2.86,-9.57,2.0
0.8,-2.87,2.0
-0.12,2.82,1.0
-0.24,0.99,1.0
4.36,-1.48,2.0
-4.12,-3.55,1.0
7.73,5.71,2.0
7.35,1.23,2.0
9.88,1.21,2.0
-9.48,-6.43,1.0
8.23,-3.61,2.0
-6.81,-0.32,1.0
-4.79,-1.88,1.0
-4.06,-2.88,1.0
3.61,-8.31,2.0
5.88,-5.88,2.0
-5.02,-7.59,1.0
5.7,-8.54,2.0
-2.01,-4.16,2.0
-1.87,-2.43,2.0
3.92,0.74,2.0
-6.4,0.87,1.0
8.59,4.16,2.0
-6.27,-3.21,1.0
5.71,-5.84,2.0
2.82,0.06,2.0
9.62,2.62,2.0
5.11,-3.29,2.0
0.76,-3.44,2.0
-5.47,-3.94,1.0
6.37,-8.25,2.0
8.77,-7.74,2.0
0.07,-3.21,2.0
5.12,7.23,2.0
-1.78,9.03,1.0
1.32,1.25,1.0
-6.72,-1.95,1.0
1.95,-5.5,2.0
9.83,2.66,2.0
-2.69,-2.31,1.0
-0.24,-8.58,2.0
5.25,4.44,2.0
-8.83,7.62,1.0
-5.05,0.49,1.0
0.53,0.81,1.0
5.95,2.69,2.0
9.27,-3.5,2.0
-6.01,-4.35,1.0
8.26,8.15,2.0
5.48,4.12,2.0
6.81,5.22,2.0
-8.43,-8.59,1.0
-6.01,5.14,1.0
-1.52,-5.42,2.0
8.53,-5.52,2.0
-8.98,2.57,1.0
1.42,5.93,1.0
7.58,-0.55,2.0
0.44,-4.24,2.0
-6.99,0.93,1.0
-4.42,6.91,1.0
7.44,-1.93,2.0
-9.22,0.83,1.0
-9.42,3.32,1.0
8.36,-3.79,2.0
-0.87,-6.3,2.0
8.44,-5.7,2.0
5.46,-1.0,2.0
3.92,-7.65,2.0
-8.54,-7.04,1.0
3.31,-0.09,2.0
-6.25,-8.66,1.0
2.33,6.15,1.0
-8.84,3.47,1.0
8.5,-5.66,2.0
-8.46,-1.15,1.0
-8.87,-1.71,1.0
9.63,6.0,2.0
-2.01,4.88,1.0
-3.87,-8.58,1.0
3.95,1.57,2.0
-2.05,9.25,1.0
-2.42,-5.76,2.0
-6.36,2.89,1.0
0.48,4.46,1.0
-0.16,-8.51,2.0
-9.32,8.71,1.0
2.9,-3.37,2.0
9.8,0.7,2.0
-3.28,-6.28,1.0
-3.56,-3.67,1.0
3.14,-9.8,2.0
4.08,6.47,2.0
7.62,-7.97,2.0
-1.91,-5.53,2.0
-3.25,2.81,1.0
3.13,-9.38,2.0
0.55,4.81,1.0
7.69,4.54,2.0
6.06,0.22,2.0
4.28,4.7,2.0
6.93,-9.62,2.0
