X,Y,Q
-5.4,-6.4,1.0
6.22,3.63,2.0
4.21,-2.25,2.0
-7.73,2.59,1.0
4.4,-3.48,2.0
8.99,1.99,2.0
-7.17,2.45,1.0
-3.62,-4.44,1.0
5.03,-3.19,2.0
-2.95,-9.22,2.0
-8.58,8.71,1.0
-2.57,-0.32,1.0
9.84,6.62,2.0
-9.19,-2.28,1.0
5.21,9.38,2.0
0.37,-0.07,2.0
7.63,3.61,2.0
-4.14,4.09,1.0
9.27,3.02,2.0
7.56,2.91,2.0
1.31,3.87,1.0
7.21,6.49,2.0
5.05,4.29,2.0
5.58,-1.71,2.0
-3.4,-5.83,1.0
-0.03,5.69,1.0
3.98,-7.94,2.0
-4.37,4.62,1.0
5.6,3.92,2.0
1.9,-9.29,2.0
0.75,0.56,1.0
5.69,1.05,2.0
-3.14,5.89,1.0
-9.57,4.42,1.0
9.41,-2.6,2.0
-5.62,7.08,1.0
3.22,-2.05,2.0
9.8,-1.44,2.0
1.27,-4.26,2.0
-3.67,3.42,1.0
-4.89,-9.53,1.0
-4.6,7.06,1.0
-6.68,6.8,1.0
-4.97,-2.06,1.0
-1.22,-5.92,2.0
1.82,2.1,1.0
-1.85,9.53,1.0
-0.56,10.0,1.0
7.74,0.2,2.0
-4.64,-3.42,1.0
-7.25,6.66,1.0
-8.47,2.52,1.0
-6.73,4.3,1.0
-8.32,-3.41,1.0
8.32,7.9,2.0
7.31,-0.67,2.0
2.6,-3.19,2.0
8.94,-2.47,2.0
-8.68,9.49,1.0
-4.52,9.57,1.0
7.52,9.31,2.0
0.79,-8.2,2.0
2.09,-5.37,2.0
2.98,2.41,2.0
2.76,0.03,2.0
4.72,0.3,2.0
9.16,8.72,2.0
2.57,9.78,1.0
7.56,4.6,2.0
-1.37,3.02,1.0
8.72,6.21,2.0
1.68,7.9,1.0
-6.92,1.78,1.0
3.08,-2.28,2.0
-3.66,-0.3,1.0
-8.43,-9.68,1.0
-0.15,9.91,1.0
-0.47,-1.01,2.0
1.79,1.49,1.0
-1.8,5.28,1.0
-6.8,5.05,1.0
-3.0,4.24,1.0
-2.41,1.28,1.0
1.63,-4.21,2.0
3.95,-4.44,2.0
-2.99,6.4,1.0
-2.42,8.43,1.0
-1.06,8.97,1.0
3.98,-5.67,2.0
6.06,-8.71,2.0
-9.96,-1.92,1.0
-8.78,-5.85,1.0
-7.12,4.38,1.0
-3.49,4.14,1.0
4.48,-6.34,2.0
4.51,8.26,2.0
-6.39,-7.21,1.0
0.82,9.27,1.0
-1.26,-2.06,2.0
4.21,1.67,2.0
-6.89,0.38,1.0
-7.05,2.66,1.0
-1.48,6.66,1.0
-0.44,-5.62,2.0
4.12,3.08,2.0
-2.39,1.27,1.0
1.97,5.34,1.0
0.92,-3.68,2.0
0.53,-8.17,2.0
3.56,-1.24,2.0
9.67,4.97,2.0
3.78,-5.48,2.0
8.72,-8.72,2.0
-2.64,1.19,1.0
2.15,7.42,1.0
8.59,9.7,2.0
-1.45,7.89,1.0
1.02,8.01,1.0
-6.35,5.22,1.0
7.52,-0.29,2.0
-1.46,-3.51,2.0
1.29,-2.87,2.0
7.47,-6.78,2.0
1.0,-1.07,2.0
9.77,4.26,2.0
-0.28,0.36,1.0
-9.11,2.16,1.0
-6.64,4.03,1.0
-5.05,8.05,1.0
-1.38,-6.76,2.0
3.2,-2.38,2.0
-8.85,2.12,1.0
-1.36,8.62,1.0
-4.57,7.82,1.0
7.12,8.37,2.0
3.51,4.92,2.0
6.47,-0.73,2.0
5.53,1.35,2.0
3.65,-2.08,2.0
6.48,-6.69,2.0
-1.01,0.06,1.0
-5.61,3.89,1.0
-4.5,-9.78,1.0
-0.17,7.71,1.0
-7.2,-4.26,1.0
-8.99,-6.45,1.0
-3.47,-5.38,1.0
6.99,-2.66,2.0
-7.0,-3.25,1.0
8.26,7.6,2.0
1.05,2.07,1.0
-0.94,0.62,1.0
7.87,-0.66,2.0
-0.95,0.96,1.0
-2.89,0.1,1.0
1.33,-0.85,2.0
6.38,1.53,2.0
7.13,0.03,2.0
-0.33,4.51,1.0
-6.25,-4.75,1.0
1.0,-5.8,2.0
6.12,-6.83,2.0
9.77,9.97,2.0
6.47,-1.51,2.0
-2.7,-8.89,2.0
4.05,-6.96,2.0
5.2,3.03,2.0
3.48,6.48,2.0
-3.25,3.79,1.0
-3.55,1.49,1.0
-5.77,1.53,1.0
8.1,2.45,2.0
2.47,3.33,2.0
3.51,8.43,2.0
2.63,0.98,2.0
2.14,-0.76,2.0
7.86,9.97,2.0
-8.42,7.55,1.0
1.25,0.79,1.0
4.17,1.43,2.0
7.62,-0.72,2.0
-4.11,-0.7,1.0
-0.84,-4.5,2.0
-0.8,9.58,1.0
-2.13,-7.39,2.0
-2.29,-4.9,2.0
5.14,-1.69,2.0
-7.01,-8.01,1.0
8.11,3.33,2.0
-6.74,-3.7,1.0
-5.44,-4.26,1.0
5.56,-6.15,2.0
-6.99,3.09,1.0
-9.57,-0.11,1.0
0.64,4.66,1.0
8.4,-0.1,2.0
-1.1,5.9,1.0
2.64,-6.04,2.0
0.41,-8.3,2.0
-2.96,2.31,1.0
-1.58,-3.75,2.0
-7.74,5.27,1.0
8.94,-4.89,2.0
-2.8,-4.99,1.0
7.29,1.22,2.0
-8.2,9.09,1.0
4.37,5.04,2.0
-9.49,2.31,1.0
7.37,6.41,2.0
1.55,-7.61,2.0
3.31,6.14,2.0
-9.72,4.61,1.0
-7.64,5.02,1.0
4.58,-4.85,2.0
-5.69,-9.72,1.0
3.19,4.81,2.0
3.65,-6.46,2.0
7.47,3.88,2.0
6.71,-4.14,2.0
-6.42,0.15,1.0
-9.49,-5.44,1.0
-1.55,-1.86,2.0
1.49,5.62,1.0
1.91,-1.82,2.0
4.11,-3.19,2.0
8.64,6.43,2.0
6.41,4.03,2.0
-6.95,0.31,1.0
4.45,9.83,2.0
-1.18,0.8,1.0
0.99,7.69,1.0
-3.93,-9.02,1.0
4.67,2.49,2.0
8.47,-9.16,2.0
-6.89,-4.88,1.0
-4.74,1.5,1.0
-8.84,7.19,1.0
5.97,-4.05,2.0
4.27,-3.12,2.0
3.3,6.65,2.0
5.45,5.65,2.0
-0.54,-3.46,2.0
0.62,-1.56,2.0
-1.25,6.88,1.0
1.26,7.93,1.0
-4.25,-0.74,1.0
-0.94,-1.98,2.0
-0.08,4.56,1.0
-4.85,-4.65,1.0
6.49,-8.82,2.0
-6.47,6.86,1.0
5.08,-6.22,2.0
7.2,-8.71,2.0
-3.49,1.17,1.0
-7.95,-0.43,1.0
1.35,-6.9,2.0
6.75,6.97,2.0
6.14,7.14,2.0
1.01,5.07,1.0
1.61,9.42,1.0
4.82,-8.03,2.0
3.38,7.11,2.0
0.69,8.13,1.0
-0.22,-1.29,2.0
8.02,-9.27,2.0
-3.7,7.78,1.0
2.32,-2.01,2.0
-2.89,8.93,1.0
-9.37,7.66,1.0
2.85,2.54,2.0
-9.07,2.41,1.0
-2.73,-2.37,1.0
-0.78,-0.45,2.0
0.71,-1.45,2.0
-2.79,-6.22,2.0
1.57,7.94,1.0
0.7,3.12,1.0
-6.46,0.94,1.0
-7.88,-6.91,1.0
-1.73,9.06,1.0
5.5,-9.25,2.0
-5.73,4.42,1.0
-1.28,9.3,1.0
8.9,1.13,2.0
1.47,-9.03,2.0
-5.52,-7.55,1.0
9.97,-7.2,2.0
9.25,-3.42,2.0
-6.88,3.48,1.0
8.45,0.13,2.0
-0.02,6.4,1.0
4.73,-4.33,2.0
9.84,-2.06,2.0
-7.65,3.99,1.0
7.34,4.83,2.0
-1.11,-5.5,2.0
2.68,-4.87,2.0
-9.17,3.88,1.0
-9.46,-0.4,1.0
-9.18,8.63,1.0
6.2,-4.26,2.0
6.75,-4.95,2.0
5.01,-3.73,2.0
0.53,-8.04,2.0
-2.92,8.26,1.0
0.04,-9.78,2.0
9.55,-9.87,2.0
4.5,2.42,2.0
8.95,7.07,2.0
-7.99,-2.66,1.0
-5.08,9.88,1.0
-3.03,4.61,1.0
-8.46,-5.69,1.0
4.77,4.27,2.0
-7.68,-8.03,1.0
-1.74,8.47,1.0
6.81,2.6,2.0
-1.56,7.41,1.0
-6.32,1.09,1.0
5.07,-0.47,2.0
-5.63,5.93,1.0
3.57,1.82,2.0
2.79,-7.57,2.0
8.7,-9.1,2.0
9.29,5.72,2.0
-9.17,5.3,1.0
1.56,-1.86,2.0
-3.54,5.29,1.0
2.49,-8.04,2.0
-0.85,1.55,1.0
-4.43,7.02,1.0
1.44,-5.43,2.0
-0.15,-1.8,2.0
-8.98,-7.88,1.0
5.72,9.63,2.0
-7.25,0.95,1.0
-9.13,-4.47,1.0
-2.9,-7.18,2.0
1.91,1.38,2.0
6.45,7.46,2.0
5.58,-1.44,2.0
-2.04,-2.67,2.0
-4.66,7.55,1.0
8.83,-9.98,2.0
-2.64,4.06,1.0
-7.82,-3.12,1.0
4.05,5.92,2.0
-8.64,-1.12,1.0
-1.95,9.63,1.0
9.44,2.78,2.0
8.14,-7.77,2.0
-8.52,-4.61,1.0
9.77,1.2,2.0
-1.71,-9.18,2.0
0.53,-4.8,2.0
-3.83,1.18,1.0
5.12,-3.16,2.0
-2.64,-7.74,2.0
7.96,1.41,2.0
-4.05,-3.82,1.0
5.07,-6.81,2.0
-4.48,1.1,1.0
-9.22,-7.87,1.0
9.37,-6.24,2.0
-9.97,-1.56,1.0
-0.24,2.01,1.0
4.38,7.33,2.0
1.25,-4.3,2.0
3.98,-7.27,2.0
-4.0,-4.14,1.0
1.28,3.51,1.0
3.59,-1.53,2.0
1.54,3.51,1.0
5.42,9.65,2.0
8.08,-1.52,2.0
3.6,-8.89,2.0
8.25,-1.9,2.0
-8.58,4.81,1.0
-3.44,9.26,1.0
-1.53,-0.78,1.0
-9.85,3.57,1.0
-1.42,-3.36,2.0
-3.73,-0.79,1.0
-1.63,-4.06,2.0
-9.08,0.83,1.0
-2.81,-1.47,1.0
0.25,-5.22,2.0
-0.92,-9.11,2.0
1.96,-5.98,2.0
-2.34,-1.61,1.0
0.41,9.66,1.0
-4.06,-7.88,1.0
6.49,-8.24,2.0
-7.58,-2.64,1.0
1.93,-7.41,2.0
2.42,8.3,1.0
7.63,3.02,2.0
9.21,8.12,2.0
1.12,4.69,1.0
-9.33,2.74,1.0
-8.47,5.1,1.0
-8.02,-5.52,1.0
5.95,0.7,2.0
-9.25,-8.65,1.0
-8.72,-5.8,1.0
-6.93,1.63,1.0
6.87,7.07,2.0
-7.71,7.25,1.0
6.33,0.21,2.0
7.11,6.7,2.0
-6.1,-3.93,1.0
-9.62,-1.99,1.0
-7.06,-1.3,1.0
-6.34,3.49,1.0
4.04,-5.3,2.0
-9.69,-5.6,1.0
1.65,-4.52,2.0
-6.56,2.41,1.0
3.06,0.18,2.0
-0.61,9.6,1.0
-0.57,-4.21,2.0
-5.66,3.18,1.0
1.3,-4.72,2.0
4.9,-1.97,2.0
1.46,7.59,1.0
-9.64,5.9,1.0
-8.75,9.83,1.0
3.31,9.54,1.0
0.64,-7.33,2.0
6.82,-0.29,2.0
6.0,-8.43,2.0
-3.22,-4.85,1.0
-6.0,1.34,1.0
2.59,5.88,1.0
-6.02,2.07,1.0
1.42,1.7,1.0
7.95,-0.92,2.0
-4.27,9.27,1.0
3.83,-3.71,2.0
-2.48,7.34,1.0
9.24,4.32,2.0
4.03,7.9,2.0
-4.4,-8.35,1.0
7.29,-4.19,2.0
9.65,-3.21,2.0
-6.05,-4.9,1.0
-8.43,-4.4,1.0
8.1,7.12,2.0
-8.99,-6.68,1.0
-5.73,-2.64,1.0
9.83,5.84,2.0
2.29,-2.05,2.0
-6.89,-5.46,1.0
9.0,0.73,2.0
-8.98,-3.53,1.0
0.51,4.97,1.0
5.54,2.6,2.0
9.03,-5.83,2.0
-4.21,-8.64,1.0
-7.97,-2.27,1.0
-6.86,4.95,1.0
-4.83,8.87,1.0
-2.57,7.3,1.0
5.49,9.06,2.0
-6.06,4.43,1.0
-9.5,-9.01,1.0
-6.49,-1.38,1.0
-0.08,-3.44,2.0
-0.13,-8.15,2.0
9.76,-2.32,2.0
8.24,-5.76,2.0
2.04,4.99,1.0
-2.19,-3.29,2.0
-9.87,6.27,1.0
2.84,6.92,1.0
-9.23,-1.72,1.0
-4.62,0.08,1.0
3.18,9.42,1.0
-9.44,7.22,1.0
6.04,0.5,2.0
1.15,7.06,1.0
-4.12,-1.04,1.0
-5.94,-6.11,1.0
-9.91,-9.1,1.0
-1.63,4.62,1.0
-8.86,-0.71,1.0
-9.2,6.31,1.0
4.81,2.91,2.0
-6.58,6.37,1.0
-2.65,5.11,1.0
8.57,1.02,2.0
8.84,2.54,2.0
-2.21,1.92,1.0
-5.99,1.45,1.0
-3.32,7.9,1.0
-7.18,8.28,1.0
4.6,-4.46,2.0
-5.71,-5.2,1.0
-9.31,6.91,1.0
-6.96,-2.58,1.0
7.17,-1.26,2.0
-9.69,-8.57,1.0
2.67,9.24,1.0
2.4,-4.15,2.0
10.0,7.94,2.0
-9.73,1.49,1.0
1.08,0.02,2.0
-1.66,-5.42,2.0
0.44,3.75,1.0
-5.19,-7.68,1.0
9.27,0.46,2.0
5.87,-0.43,2.0
-2.17,-4.18,2.0
4.6,-9.51,2.0
7.18,-9.2,2.0
5.94,-1.96,2.0
9.41,0.96,2.0
-7.71,-5.67,1.0
8.39,-7.45,2.0
0.67,-0.75,2.0
-5.63,-0.65,1.0
6.26,2.06,2.0
-6.09,-9.4,1.0
-1.37,-0.76,2.0
8.98,5.78,2.0
-2.51,-0.85,1.0
3.18,-4.38,2.0
-4.64,4.59,1.0
2.92,3.1,2.0
-0.87,-1.0,2.0
-2.03,2.59,1.0
-4.64,0.51,1.0
-5.23,-6.17,1.0
-7.49,-5.44,1.0
-5.78,7.65,1.0
-1.08,2.74,1.0
-5.04,-7.62,1.0
-4.25,5.09,1.0
5.88,8.31,2.0
8.0,8.23,2.0
-9.44,8.46,1.0
8.35,8.06,2.0
-9.38,4.63,1.0
-0.01,5.16,1.0
9.44,-2.48,2.0
-0.85,-2.95,2.0
-9.94,-9.48,1.0
1.28,9.19,1.0
-4.34,-5.0,1.0
0.48,0.13,1.0
8.49,4.3,2.0
9.26,2.38,2.0
8.85,8.49,2.0
9.04,-4.79,2.0
3.79,-9.13,2.0
-5.39,6.62,1.0
9.4,5.2,2.0
-9.25,-1.84,1.0
-7.39,-3.39,1.0
3.87,-8.18,2.0
-9.69,9.13,1.0
-0.64,0.62,1.0
9.71,-8.54,2.0
-0.65,-5.87,2.0
8.12,8.22,2.0
-8.54,1.23,1.0
6.64,-2.99,2.0
-6.7,1.3,1.0
-9.2,5.33,1.0
3.41,2.48,2.0
8.21,-4.02,2.0
-7.21,5.66,1.0
8.01,-3.1,2.0
-8.21,-1.09,1.0
7.23,6.79,2.0
-0.29,-9.2,2.0
-4.74,1.01,1.0
0.47,-3.99,2.0
-0.36,9.52,1.0
0.38,7.57,1.0
3.96,3.04,2.0
1.43,-9.5,2.0
8.58,-9.36,2.0
-7.86,-4.61,1.0
8.9,2.31,2.0
-9.74,-7.77,1.0
5.93,-8.63,2.0
1.98,-2.22,2.0
-8.18,-8.88,1.0
0.95,4.27,1.0
-6.18,-0.78,1.0
-5.65,4.5,1.0
1.98,0.52,2.0
8.59,-3.61,2.0
-2.42,9.6,1.0
-8.18,4.06,1.0
9.02,1.23,2.0
-8.57,6.97,1.0
1.06,7.49,1.0
9.37,-2.11,2.0
-5.92,-1.68,1.0
-6.75,5.45,1.0
3.68,-8.11,2.0
-5.6,-9.91,1.0
4.85,6.92,2.0
-8.79,3.24,1.0
-4.35,4.62,1.0
-0.65,-9.51,2.0
-1.55,9.1,1.0
-7.98,9.23,1.0
5.35,-7.47,2.0
-8.01,8.13,1.0
-4.45,-3.94,1.0
1.4,4.98,1.0
-1.16,-9.85,2.0
1.42,-4.03,2.0
5.83,-3.07,2.0
6.73,-0.81,2.0
-0.17,8.09,1.0
4.97,-1.87,2.0
7.39,8.51,2.0
-3.02,9.22,1.0
-7.47,-0.12,1.0
-0.68,7.61,1.0
-2.01,-2.81,2.0
9.37,5.56,2.0
-1.92,9.49,1.0
-2.41,1.53,1.0
-2.9,-9.9,2.0
-6.82,4.74,1.0
1.42,-1.12,2.0
-0.14,5.78,1.0
6.59,0.66,2.0
0.93,6.52,1.0
-1.72,8.47,1.0
0.32,5.46,1.0
-0.77,-6.66,2.0
-3.51,3.95,1.0
-9.59,-6.92,1.0
-0.21,8.09,1.0
-0.67,-9.69,2.0
-1.22,8.17,1.0
1.79,-5.54,2.0
0.25,-1.77,2.0
-8.3,-1.18,1.0
-4.61,-3.6,1.0
8.73,-2.61,2.0
7.93,2.89,2.0
4.09,-8.57,2.0
6.2,-7.59,2.0
4.93,8.3,2.0
-3.64,-1.03,1.0
8.77,5.29,2.0
8.49,1.83,2.0
1.42,-9.17,2.0
-3.91,-5.26,1.0
-7.33,1.13,1.0
4.23,0.9,2.0
8.09,0.76,2.0
9.33,-4.07,2.0
6.5,-1.48,2.0
9.66,-4.59,2.0
2.77,-5.57,2.0
-2.8,0.12,1.0
8.19,1.28,2.0
-5.17,3.45,1.0
-0.8,-3.88,2.0
0.84,-6.86,2.0
3.83,-8.6,2.0
5.87,-9.89,2.0
-8.35,-1.35,1.0
-3.3,-8.52,1.0
-2.54,4.1,1.0
2.27,-9.36,2.0
2.69,5.81,1.0
-8.3,-0.77,1.0
4.96,5.17,2.0
-6.63,7.35,1.0
-9.47,-2.29,1.0
-8.9,-6.37,1.0
-8.64,9.65,1.0
-7.21,5.21,1.0
6.4,-1.89,2.0
-5.85,-3.06,1.0
2.44,6.58,1.0
-6.35,-9.93,1.0
-8.19,-1.99,1.0
-8.76,4.41,1.0
2.84,6.71,1.0
9.82,-9.78,2.0
1.84,-4.55,2.0
6.62,7.53,2.0
-2.76,-7.53,2.0
3.55,7.8,2.0
4.15,7.23,2.0
1.77,-0.22,2.0
7.25,9.59,2.0
3.46,5.38,2.0
-5.25,-0.01,1.0
8.28,-1.68,2.0
8.21,-5.71,2.0
5.73,-1.11,2.0
1.18,-2.6,2.0
4.98,-3.08,2.0
9.44,1.78,2.0
9.9,-8.6,2.0
-8.28,8.39,1.0
-7.86,0.21,1.0
9.22,-9.62,2.0
9.68,4.87,2.0
-1.14,1.46,1.0
-7.74,-7.41,1.0
7.12,-7.65,2.0
-9.24,-0.53,1.0
-6.06,-6.37,1.0
-7.9,-4.86,1.0
-1.97,1.37,1.0
-6.83,-8.93,1.0
1.6,-5.37,2.0
-4.55,9.81,1.0
3.08,-3.78,2.0
-8.25,-8.45,1.0
-8.37,9.56,1.0
-2.93,-2.05,1.0
6.41,9.54,2.0
9.58,1.67,2.0
8.18,9.39,2.0
0.66,5.48,1.0
-4.99,-1.45,1.0
-9.74,-7.83,1.0
5.07,-8.64,2.0
-9.22,0.27,1.0
7.9,4.73,2.0
-1.33,6.85,1.0
-3.69,2.55,1.0
-6.41,2.73,1.0
7.05,-9.42,2.0
7.25,-0.81,2.0
-9.14,1.25,1.0
-4.15,-4.29,1.0
-0.35,1.16,1.0
8.58,8.72,2.0
8.52,5.58,2.0
-2.22,3.62,1.0
3.72,1.86,2.0
-1.96,-9.33,2.0
-2.91,1.16,1.0
5.12,4.15,2.0
5.91,0.67,2.0
-0.34,-1.5,2.0
-3.39,0.89,1.0
-6.42,2.09,1.0
6.41,-4.87,2.0
-5.92,-3.33,1.0
0.7,-8.49,2.0
-2.93,-6.75,2.0
9.95,-5.75,2.0
-3.93,4.01,1.0
-1.76,-0.14,1.0
8.48,0.44,2.0
3.1,0.69,2.0
5.86,-2.49,2.0
4.61,-9.86,2.0
-5.1,-5.64,1.0
-9.26,-6.75,1.0
9.24,2.64,2.0
0.59,-6.04,2.0
-9.38,7.23,1.0
-1.57,-5.61,2.0
7.81,7.61,2.0
0.64,5.88,1.0
5.55,1.35,2.0
-0.26,6.11,1.0
-9.64,3.3,1.0
-6.07,6.78,1.0
-5.47,-1.96,1.0
-6.95,-8.16,1.0
-9.72,-7.91,1.0
7.43,8.22,2.0
5.84,2.66,2.0
2.09,0.73,2.0
-7.69,-4.54,1.0
5.73,-4.34,2.0
-7.19,0.17,1.0
8.66,-0.91,2.0
-0.78,3.07,1.0
-6.42,6.13,1.0
-1.49,0.3,1.0
5.29,2.66,2.0
-3.55,5.52,1.0
-5.58,-1.28,1.0
0.74,9.26,1.0
2.54,-2.07,2.0
5.85,9.24,2.0
3.84,9.03,2.0
7.81,-9.12,2.0
0.09,-7.62,2.0
0.38,1.79,1.0
0.36,1.97,1.0
6.99,-7.69,2.0
4.03,8.46,2.0
1.05,3.07,1.0
-5.72,8.74,1.0
-3.78,6.67,1.0
-0.78,-1.11,2.0
-8.18,9.15,1.0
4.04,-7.83,2.0
-5.1,-3.18,1.0
-3.14,-7.69,1.0
4.57,-9.52,2.0
9.29,1.1,2.0
3.28,-3.73,2.0
2.28,1.39,2.0
-0.3,-5.07,2.0
4.76,9.27,2.0
0.37,0.35,1.0
-2.24,-4.4,2.0
-0.62,-8.98,2.0
5.42,-7.57,2.0
5.85,-2.93,2.0
9.13,3.87,2.0
-1.32,-1.9,2.0
6.41,-4.2,2.0
-6.1,-8.5,1.0
-1.13,9.47,1.0
-0.91,-7.45,2.0
4.9,1.33,2.0
-7.14,8.15,1.0
3.05,7.4,1.0
8.97,6.43,2.0
-0.81,-8.24,2.0
-1.57,-9.68,2.0
-5.78,-4.9,1.0
4.74,-3.81,2.0
-6.02,-9.91,1.0
-0.47,-2.6,2.0
-9.31,7.72,1.0
-5.99,-3.98,1.0
-2.91,-5.94,1.0
4.27,8.07,2.0
2.52,6.28,1.0
9.26,-3.71,2.0
-4.59,-6.16,1.0
3.74,3.75,2.0
-0.98,9.7,1.0
-7.97,-8.13,1.0
-2.67,2.63,1.0
-4.44,-7.62,1.0
-9.95,-8.93,1.0
-0.36,-1.69,2.0
8.25,3.2,2.0
-9.86,6.36,1.0
4.23,5.84,2.0
8.13,-5.94,2.0
-6.85,7.53,1.0
0.33,-3.4,2.0
1.97,7.09,1.0
6.89,-6.64,2.0
-6.24,9.25,1.0
8.54,-8.36,2.0
5.02,-3.66,2.0
3.79,-4.55,2.0
0.57,5.81,1.0
1.55,9.64,1.0
-5.96,-2.53,1.0
5.12,-1.36,2.0
8.72,0.06,2.0
5.37,7.67,2.0
1.28,-9.01,2.0
-6.36,-5.79,1.0
4.17,-2.26,2.0
-7.71,-3.96,1.0
-4.44,9.45,1.0
7.22,-8.18,2.0
-5.35,-3.38,1.0
-2.11,9.08,1.0
9.09,-5.42,2.0
-8.58,4.91,1.0
-5.3,-5.6,1.0
-4.09,2.53,1.0
4.73,2.9,2.0
5.59,0.85,2.0
8.14,9.34,2.0
-1.07,-3.09,2.0
-4.77,-9.24,1.0
7.71,8.34,2.0
