X,Y,Q
7.5,6.2,1.0
-6.32,8.48,2.0
2.04,-4.41,4.0
-8.55,4.62,2.0
7.27,9.99,1.0
4.33,-9.7,4.0
-5.97,-5.16,3.0
-0.31,3.59,2.0
7.31,-0.9,4.0
-9.48,9.22,2.0
-1.76,0.65,2.0
5.6,-3.51,4.0
-9.84,3.58,2.0
7.47,0.88,1.0
5.21,-4.39,4.0
3.06,8.19,1.0
2.22,-0.53,4.0
8.55,0.32,1.0
-5.54,8.97,2.0
6.77,5.31,1.0
5.52,-4.88,4.0
2.54,0.71,1.0
-8.09,-4.22,3.0
9.64,-0.33,4.0
9.62,3.23,1.0
-4.96,5.74,2.0
-6.39,7.78,2.0
8.48,-2.67,4.0
-6.14,-8.27,3.0
1.16,4.6,1.0
3.83,-7.48,4.0
-9.36,-1.18,3.0
1.98,4.13,1.0
-7.84,-5.91,3.0
6.17,8.39,1.0
6.29,3.03,1.0
3.56,-7.53,4.0
1.01,6.64,1.0
3.83,-4.34,4.0
9.79,-6.69,4.0
7.73,-3.37,4.0
-5.38,-0.78,3.0
-1.65,0.31,2.0
-8.1,-9.23,3.0
-0.07,-9.57,3.0
5.01,-1.78,4.0
2.96,0.14,1.0
-6.66,2.42,2.0
9.08,2.23,1.0
-1.86,-1.61,3.0
-2.08,6.56,2.0
-7.05,2.61,2.0
-9.72,0.71,2.0
-0.27,-9.22,3.0
-3.97,-4.59,3.0
-6.97,4.54,2.0
3.87,9.82,1.0
-4.14,-0.07,3.0
-8.78,-9.77,3.0
9.6,2.54,1.0
-4.93,4.84,2.0
-9.15,4.5,2.0
4.8,-0.08,4.0
0.28,-3.03,4.0
3.01,9.25,1.0
2.86,-2.63,4.0
8.96,-9.9,4.0
-2.33,-9.15,3.0
-3.77,9.54,2.0
1.51,-8.1,4.0
7.3,-1.25,4.0
5.4,4.24,1.0
-7.44,-9.64,3.0
6.7,1.26,1.0
3.3,-3.07,4.0
5.31,-3.23,4.0
8.87,6.19,1.0
1.61,-9.93,4.0
5.42,-7.1,4.0
6.22,-5.43,4.0
-2.66,-7.69,3.0
-1.93,-4.39,3.0
-4.16,-6.39,3.0
4.84,6.28,1.0
-4.23,-1.98,3.0
-3.57,-2.96,3.0
3.1,5.99,1.0
4.17,4.83,1.0
2.1,1.94,1.0
-0.86,-4.22,3.0
9.19,5.82,1.0
-3.08,-1.37,3.0
-4.87,2.09,2.0
8.04,-2.2,4.0
4.55,-6.09,4.0
-2.43,5.93,2.0
5.95,-3.55,4.0
-1.11,-2.01,3.0
-9.13,-5.12,3.0
-8.95,8.03,2.0
0.37,8.16,1.0
-2.43,1.1,2.0
-1.95,0.02,2.0
-2.92,-5.95,3.0
-8.7,-8.76,3.0
3.38,-4.38,4.0
-3.82,-6.24,3.0
9.49,7.0,1.0
-0.9,-6.77,3.0
-5.04,-7.88,3.0
-1.29,5.81,2.0
2.96,-8.71,4.0
-3.14,-8.98,3.0
-5.71,-5.19,3.0
-7.81,8.53,2.0
-2.35,7.98,2.0
3.05,1.4,1.0
-7.52,-2.77,3.0
4.06,9.31,1.0
-3.08,7.59,2.0
1.52,9.69,1.0
2.78,-1.19,4.0
-8.86,-7.62,3.0
-3.31,-0.24,3.0
-5.35,9.09,2.0
-1.69,6.2,2.0
8.07,-7.03,4.0
-0.82,-1.36,3.0
4.98,-3.29,4.0
6.76,-2.38,4.0
9.35,4.69,1.0
4.34,7.88,1.0
2.5,-4.43,4.0
-5.93,2.82,2.0
7.51,-4.21,4.0
3.26,-2.05,4.0
-6.93,-3.65,3.0
5.08,-2.73,4.0
9.04,5.84,1.0
-9.82,-3.61,3.0
-9.14,8.02,2.0
-5.47,0.39,2.0
-9.22,1.26,2.0
-1.28,-0.08,3.0
0.2,7.18,1.0
3.24,0.24,1.0
0.58,7.72,1.0
2.36,-6.01,4.0
7.62,5.04,1.0
8.59,0.91,1.0
-3.79,3.48,2.0
-6.74,-6.3,3.0
-0.34,9.74,2.0
-3.73,2.86,2.0
-8.26,0.17,2.0
6.87,9.54,1.0
6.39,-1.69,4.0
3.1,-5.12,4.0
2.73,-1.48,4.0
-8.6,0.42,2.0
5.36,6.59,1.0
-6.14,7.39,2.0
0.1,-2.63,4.0
5.67,3.64,1.0
5.77,8.17,1.0
-5.41,-0.55,3.0
1.4,1.49,1.0
-7.72,6.32,2.0
8.43,6.45,1.0
6.45,-4.58,4.0
-4.24,2.53,2.0
-6.27,-1.18,3.0
7.76,1.06,1.0
-1.73,0.95,2.0
6.77,-8.91,4.0
-4.14,1.35,2.0
3.02,0.77,1.0
-4.76,-6.89,3.0
7.51,2.61,1.0
-9.74,5.46,2.0
6.28,2.74,1.0
8.74,-8.15,4.0
-2.83,-2.9,3.0
-4.51,7.3,2.0
7.3,5.06,1.0
6.33,-1.26,4.0
6.16,2.3,1.0
-8.99,1.24,2.0
-8.36,9.75,2.0
9.16,-8.49,4.0
1.49,3.95,1.0
8.61,0.98,1.0
-5.56,-7.34,3.0
7.49,7.07,1.0
1.43,9.89,1.0
5.29,9.01,1.0
-2.03,7.5,2.0
3.83,-5.93,4.0
3.63,-2.26,4.0
1.79,2.96,1.0
-7.29,5.24,2.0
2.45,1.61,1.0
4.07,-9.77,4.0
2.45,9.54,1.0
1.57,9.24,1.0
-1.96,3.42,2.0
1.81,0.18,1.0
6.14,-0.61,4.0
6.53,5.85,1.0
-6.9,9.16,2.0
-9.29,-3.33,3.0
-7.4,7.63,2.0
0.38,-0.15,4.0
7.65,0.37,1.0
4.96,-8.35,4.0
8.52,0.92,1.0
3.56,-9.45,4.0
7.04,-1.66,4.0
-5.54,1.51,2.0
-4.66,-0.29,3.0
4.74,0.63,1.0
-5.67,6.86,2.0
-7.65,9.75,2.0
-3.67,-1.92,3.0
-7.51,-8.89,3.0
-3.78,-9.43,3.0
7.95,-6.22,4.0
-2.82,-9.98,3.0
-1.16,-0.99,3.0
2.47,-0.68,4.0
0.92,-6.16,4.0
7.15,6.44,1.0
-9.76,-2.32,3.0
7.44,4.96,1.0
-1.8,7.97,2.0
0.74,-8.75,4.0
7.33,9.1,1.0
4.58,1.65,1.0
10.0,7.03,1.0
-8.12,-9.49,3.0
0.16,-6.79,4.0
5.49,-1.78,4.0
0.61,-3.0,4.0
2.27,6.46,1.0
-7.91,-7.73,3.0
7.87,-1.73,4.0
8.47,1.22,1.0
-7.18,-4.46,3.0
-9.49,7.94,2.0
-8.81,-0.84,3.0
-4.41,2.5,2.0
0.37,-2.83,4.0
4.16,-8.37,4.0
-1.61,2.1,2.0
-3.88,-2.43,3.0
-1.74,2.95,2.0
9.22,2.11,1.0
-1.74,-4.78,3.0
-4.7,8.43,2.0
-8.19,9.85,2.0
-3.14,2.32,2.0
8.99,-6.69,4.0
4.41,2.59,1.0
2.28,-2.2,4.0
5.13,-1.31,4.0
1.93,-1.67,4.0
-6.23,-3.18,3.0
-1.86,-3.66,3.0
3.69,8.97,1.0
-6.71,9.57,2.0
-9.88,2.92,2.0
4.04,-0.59,4.0
2.48,8.11,1.0
-2.06,5.62,2.0
-1.51,-3.82,3.0
5.51,5.31,1.0
1.69,3.26,1.0
-4.91,2.7,2.0
3.34,0.35,1.0
-5.92,3.22,2.0
-1.01,4.16,2.0
-2.26,9.01,2.0
-1.6,6.63,2.0
7.59,8.61,1.0
-6.3,-0.54,3.0
8.33,-9.43,4.0
3.35,-0.91,4.0
4.8,4.28,1.0
-1.55,-0.22,3.0
2.36,5.18,1.0
-6.13,5.43,2.0
6.35,7.47,1.0
-6.17,1.96,2.0
2.67,-1.62,4.0
8.0,0.42,1.0
2.32,3.92,1.0
-7.19,-2.77,3.0
-2.15,-8.69,3.0
1.0,5.49,1.0
-8.07,-9.5,3.0
-4.14,2.93,2.0
-5.97,-7.83,3.0
2.29,0.38,1.0
-9.36,8.81,2.0
5.84,-2.7,4.0
1.16,8.8,1.0
-6.45,6.51,2.0
8.27,-2.95,4.0
-0.08,8.54,2.0
4.43,9.7,1.0
1.5,-2.53,4.0
-1.48,-6.72,3.0
0.15,-1.37,4.0
-2.84,-5.87,3.0
-5.28,-8.45,3.0
0.95,-4.97,4.0
9.81,4.16,1.0
7.42,9.86,1.0
7.57,5.32,1.0
-9.25,6.54,2.0
-8.2,6.15,2.0
0.04,1.94,1.0
0.19,-3.62,4.0
4.76,9.02,1.0
2.78,-9.71,4.0
-6.17,-8.11,3.0
-3.0,5.96,2.0
-4.84,-6.71,3.0
1.48,-0.82,4.0
-2.26,-7.96,3.0
8.2,9.69,1.0
-0.83,-8.13,3.0
1.0,7.42,1.0
-3.22,-7.06,3.0
1.82,-9.11,4.0
-3.06,1.72,2.0
6.83,-8.87,4.0
-5.41,2.11,2.0
-8.46,9.44,2.0
4.48,-2.51,4.0
-6.56,-0.67,3.0
5.95,4.05,1.0
3.77,9.64,1.0
-0.38,5.81,2.0
-9.79,-0.37,3.0
2.1,-1.94,4.0
0.49,-1.65,4.0
0.03,4.95,1.0
8.66,-8.41,4.0
-4.88,-9.03,3.0
-0.48,9.13,2.0
7.22,-0.75,4.0
3.39,-1.45,4.0
-1.31,-2.7,3.0
6.43,0.99,1.0
0.1,0.42,1.0
-3.92,2.27,2.0
-5.97,-9.4,3.0
-2.23,-2.81,3.0
0.87,-4.07,4.0
-4.93,-2.21,3.0
5.83,-6.63,4.0
-9.17,-1.44,3.0
4.47,5.44,1.0
4.54,0.54,1.0
6.01,4.68,1.0
7.35,-5.26,4.0
7.34,8.28,1.0
-0.06,-8.49,3.0
0.89,9.3,1.0
-3.12,8.32,2.0
-9.4,-0.98,3.0
-8.94,7.81,2.0
1.87,-4.78,4.0
-2.2,-0.48,3.0
6.42,8.32,1.0
9.73,-9.96,4.0
3.58,-8.35,4.0
-8.61,3.21,2.0
-7.86,-3.38,3.0
-3.65,3.56,2.0
-2.47,-5.33,3.0
-2.85,-7.84,3.0
0.43,-4.03,4.0
3.72,6.66,1.0
-7.31,5.72,2.0
-0.92,-9.38,3.0
-2.58,0.21,2.0
3.87,6.0,1.0
2.61,4.08,1.0
-6.19,-7.42,3.0
6.96,-8.58,4.0
0.74,-3.78,4.0
8.46,-3.11,4.0
-0.71,8.83,2.0
9.52,9.78,1.0
0.91,-2.83,4.0
-1.19,2.43,2.0
6.64,-1.83,4.0
-3.76,7.75,2.0
-4.92,3.76,2.0
-9.45,-9.6,3.0
8.68,0.71,1.0
2.76,9.11,1.0
0.09,-3.02,4.0
2.54,-2.59,4.0
0.04,8.8,1.0
1.27,-6.68,4.0
-6.17,6.35,2.0
-2.05,-2.6,3.0
-2.95,5.7,2.0
-5.3,2.05,2.0
-7.79,7.45,2.0
-9.77,7.6,2.0
-4.19,5.66,2.0
-8.12,-9.98,3.0
0.47,-5.1,4.0
-6.32,5.34,2.0
3.08,-4.09,4.0
3.94,4.05,1.0
-3.38,-1.25,3.0
-5.21,7.86,2.0
-6.53,6.98,2.0
-0.7,-9.25,3.0
4.02,-1.65,4.0
-2.95,8.11,2.0
-4.05,8.59,2.0
1.39,-1.46,4.0
-6.39,4.05,2.0
-1.2,9.33,2.0
-7.79,-6.27,3.0
-6.75,-3.55,3.0
-3.74,-8.46,3.0
0.66,8.37,1.0
-1.36,0.04,2.0
-6.47,-3.11,3.0
-5.5,-1.06,3.0
2.51,-7.75,4.0
-2.04,-1.21,3.0
8.08,9.36,1.0
-2.98,3.36,2.0
9.77,0.45,1.0
-5.72,-3.83,3.0
0.87,4.14,1.0
6.04,-5.23,4.0
-9.77,-6.66,3.0
5.08,-5.16,4.0
-9.81,2.31,2.0
8.45,5.71,1.0
-6.52,2.13,2.0
-7.51,-9.92,3.0
-5.95,1.05,2.0
-8.37,5.66,2.0
8.18,-3.96,4.0
3.27,2.16,1.0
3.15,6.53,1.0
0.37,-3.82,4.0
4.9,2.62,1.0
2.82,3.1,1.0
9.38,7.36,1.0
-8.1,0.24,2.0
8.3,6.75,1.0
-8.39,-4.66,3.0
-5.03,-9.72,3.0
-1.95,1.19,2.0
-7.01,5.94,2.0
8.97,-0.2,4.0
3.81,-2.07,4.0
0.34,-9.79,4.0
6.91,-0.17,4.0
-2.25,1.81,2.0
-0.09,0.31,2.0
-5.84,-9.46,3.0
-4.25,-3.38,3.0
-5.87,1.46,2.0
0.01,-6.59,4.0
8.54,5.53,1.0
-6.83,-1.76,3.0
7.36,9.71,1.0
-6.0,4.76,2.0
0.34,7.99,1.0
0.53,7.72,1.0
-9.68,3.5,2.0
3.8,6.55,1.0
-6.85,-2.9,3.0
-1.92,7.53,2.0
4.16,9.78,1.0
-3.73,8.65,2.0
-5.69,9.98,2.0
-1.82,-2.93,3.0
0.48,9.92,1.0
9.41,6.98,1.0
-1.22,-8.13,3.0
3.21,0.21,1.0
-5.05,6.75,2.0
4.22,-0.16,4.0
6.38,3.99,1.0
-8.12,-5.59,3.0
-1.25,-3.28,3.0
-1.16,-2.33,3.0
9.51,8.86,1.0
-4.41,-3.24,3.0
-5.77,-7.79,3.0
-0.18,9.25,2.0
3.33,-9.54,4.0
-3.75,-7.16,3.0
7.37,-8.49,4.0
-4.49,-4.59,3.0
-0.2,-8.59,3.0
-2.55,-9.11,3.0
6.41,4.66,1.0
9.48,5.31,1.0
-9.06,-7.85,3.0
-5.85,0.28,2.0
1.68,2.98,1.0
6.45,-6.0,4.0
9.65,1.76,1.0
0.32,-7.89,4.0
7.0,6.06,1.0
2.48,9.76,1.0
-1.78,-4.99,3.0
-9.37,8.4,2.0
1.52,1.94,1.0
-7.88,8.67,2.0
-2.72,-5.92,3.0
-4.44,3.02,2.0
-5.71,-3.41,3.0
-0.02,-7.14,3.0
-8.33,-2.77,3.0
-9.72,9.54,2.0
-9.77,1.89,2.0
-4.46,-3.43,3.0
1.56,3.17,1.0
-5.9,8.33,2.0
1.88,-9.3,4.0
0.12,-4.72,4.0
5.62,2.89,1.0
-8.67,-8.48,3.0
-3.37,8.89,2.0
-0.36,-2.4,3.0
7.11,-6.4,4.0
-5.96,1.72,2.0
-6.91,9.02,2.0
1.0,-0.34,4.0
7.34,0.89,1.0
3.84,-7.6,4.0
2.38,7.54,1.0
-7.79,5.82,2.0
-0.88,7.11,2.0
3.25,-4.06,4.0
5.47,5.42,1.0
-9.3,-6.07,3.0
9.66,0.13,1.0
-4.06,-1.07,3.0
9.04,3.89,1.0
7.13,2.18,1.0
-3.62,-3.34,3.0
-7.27,-4.99,3.0
-7.09,-9.23,3.0
-9.14,-4.78,3.0
5.27,-7.27,4.0
6.57,7.3,1.0
-4.32,-8.74,3.0
-3.51,-9.28,3.0
6.59,7.11,1.0
6.54,1.1,1.0
-2.59,-3.04,3.0
3.02,0.42,1.0
5.31,-7.09,4.0
1.34,-3.36,4.0
-2.38,-5.67,3.0
-7.37,-8.12,3.0
-3.48,-5.14,3.0
-4.0,-7.92,3.0
-6.1,5.9,2.0
-6.14,-5.44,3.0
1.55,-8.5,4.0
0.84,-2.78,4.0
-3.75,4.49,2.0
5.5,9.18,1.0
0.22,4.75,1.0
-0.11,2.88,2.0
5.6,-1.78,4.0
-5.69,-4.27,3.0
0.2,-8.17,4.0
2.85,-3.7,4.0
-0.48,-2.57,3.0
-1.89,7.59,2.0
1.36,-7.72,4.0
-7.32,-6.86,3.0
-2.0,5.7,2.0
5.05,3.04,1.0
-4.47,6.49,2.0
2.49,-5.62,4.0
2.88,6.45,1.0
-3.81,3.13,2.0
9.34,3.83,1.0
6.33,-0.22,4.0
6.23,-0.88,4.0
-9.58,2.02,2.0
-6.03,1.87,2.0
-1.82,6.62,2.0
0.46,-6.48,4.0
-4.16,-6.73,3.0
7.02,6.16,1.0
6.01,-7.98,4.0
-1.42,-5.0,3.0
-9.62,3.35,2.0
-1.59,-1.19,3.0
-5.96,4.73,2.0
-5.1,-5.59,3.0
-7.48,1.86,2.0
-9.36,-9.89,3.0
-1.07,1.28,2.0
9.06,0.8,1.0
-3.48,8.4,2.0
2.28,0.19,1.0
-9.6,7.22,2.0
6.76,4.99,1.0
-7.83,-1.51,3.0
-2.29,0.84,2.0
5.48,9.83,1.0
-2.74,0.74,2.0
0.23,6.27,1.0
-3.49,-8.51,3.0
-3.95,8.05,2.0
-4.58,-4.0,3.0
3.21,-3.1,4.0
8.11,-3.65,4.0
9.33,3.31,1.0
5.08,6.51,1.0
-0.64,-4.4,3.0
2.99,-9.81,4.0
-6.07,-3.66,3.0
-5.94,4.4,2.0
3.5,6.75,1.0
-1.9,3.23,2.0
2.77,1.14,1.0
5.93,4.67,1.0
-1.32,-4.91,3.0
-0.66,4.38,2.0
-0.08,-0.71,3.0
0.73,4.97,1.0
-6.19,2.32,2.0
0.09,4.62,1.0
-6.14,7.51,2.0
7.7,2.67,1.0
8.25,-6.58,4.0
2.15,2.25,1.0
1.25,-0.06,4.0
-1.37,2.68,2.0
9.84,8.41,1.0
-6.32,-8.76,3.0
5.08,8.66,1.0
-1.05,-4.31,3.0
-3.15,4.55,2.0
-9.97,0.24,2.0
-1.67,-7.54,3.0
-3.72,7.44,2.0
1.31,5.63,1.0
-6.69,-8.75,3.0
-0.84,7.39,2.0
-0.86,-3.08,3.0
9.72,8.43,1.0
0.82,-8.88,4.0
-6.61,-9.55,3.0
-0.19,2.41,2.0
-6.12,-9.87,3.0
7.21,-5.26,4.0
0.93,0.19,1.0
4.55,-2.94,4.0
-7.74,-4.61,3.0
5.83,4.48,1.0
6.96,-0.83,4.0
2.17,4.03,1.0
-9.48,8.88,2.0
6.2,9.96,1.0
-9.43,-9.55,3.0
-0.77,-2.18,3.0
-9.59,-2.78,3.0
9.19,-7.28,4.0
-1.25,-2.4,3.0
-1.56,-2.93,3.0
-6.83,-0.72,3.0
-2.49,4.34,2.0
-5.16,-0.92,3.0
-9.61,-4.36,3.0
-9.56,2.12,2.0
-4.49,3.6,2.0
-5.73,5.42,2.0
5.0,4.49,1.0
2.79,1.17,1.0
3.52,-1.81,4.0
-5.41,-3.11,3.0
6.17,5.97,1.0
5.24,9.85,1.0
9.98,-7.95,4.0
1.29,-2.09,4.0
2.79,-1.12,4.0
4.69,-7.17,4.0
-1.45,-2.99,3.0
-4.46,-1.18,3.0
-8.26,9.56,2.0
-5.45,-3.64,3.0
-1.75,5.42,2.0
-2.63,8.64,2.0
-4.15,0.04,2.0
-4.73,3.41,2.0
-2.84,9.12,2.0
-6.72,3.48,2.0
-3.69,3.59,2.0
-2.55,-8.81,3.0
2.78,-1.48,4.0
3.92,-9.01,4.0
7.09,9.31,1.0
5.11,-9.63,4.0
-3.26,-7.33,3.0
4.25,1.34,1.0
-9.38,-8.2,3.0
-6.84,-7.82,3.0
4.26,-5.76,4.0
-1.72,-9.45,3.0
7.42,7.18,1.0
-4.46,3.35,2.0
1.64,5.1,1.0
3.09,7.12,1.0
3.42,-9.58,4.0
2.92,-9.08,4.0
-2.92,-6.73,3.0
-9.48,-2.2,3.0
1.63,-8.91,4.0
8.34,-9.83,4.0
-3.73,8.84,2.0
-5.43,-3.71,3.0
3.85,-2.35,4.0
-4.66,9.79,2.0
-3.34,-6.05,3.0
5.55,-8.17,4.0
-9.36,-8.36,3.0
-8.13,8.96,2.0
-3.15,6.95,2.0
9.82,-9.2,4.0
-7.16,7.77,2.0
3.72,3.0,1.0
-8.94,-5.94,3.0
5.83,4.3,1.0
-4.02,6.07,2.0
-6.13,-7.82,3.0
-6.3,-2.31,3.0
-8.47,0.13,2.0
0.89,4.48,1.0
2.54,-3.41,4.0
-0.51,3.71,2.0
3.56,8.56,1.0
0.93,5.05,1.0
6.1,8.58,1.0
9.59,-7.85,4.0
-1.72,0.78,2.0
-5.59,4.77,2.0
-8.94,-7.51,3.0
-7.88,-5.3,3.0
3.84,-3.27,4.0
6.6,0.83,1.0
-8.55,-7.86,3.0
-2.25,7.54,2.0
-9.05,8.69,2.0
6.52,7.69,1.0
-3.93,3.43,2.0
3.66,8.97,1.0
-2.67,-3.5,3.0
5.81,2.0,1.0
8.69,6.93,1.0
-6.89,8.6,2.0
2.58,-6.29,4.0
2.24,0.3,1.0
-1.26,-6.37,3.0
9.61,3.68,1.0
-5.08,2.95,2.0
-3.01,8.35,2.0
-0.53,-9.22,3.0
7.29,-7.6,4.0
0.87,-6.96,4.0
2.01,-7.25,4.0
-3.11,-0.96,3.0
-7.05,7.09,2.0
-4.14,7.31,2.0
-0.75,2.65,2.0
5.09,8.7,1.0
-4.99,2.71,2.0
4.13,-6.04,4.0
-2.5,0.83,2.0
4.71,-2.47,4.0
3.81,6.48,1.0
3.37,-8.61,4.0
4.56,-0.35,4.0
-7.34,8.18,2.0
-8.22,-8.87,3.0
-8.19,4.72,2.0
4.77,-1.86,4.0
2.12,8.89,1.0
4.83,-9.86,4.0
-4.76,-5.91,3.0
-5.24,-4.46,3.0
-3.39,-1.34,3.0
2.4,-5.65,4.0
6.52,-0.16,4.0
7.97,-8.95,4.0
7.61,2.5,1.0
-2.35,8.09,2.0
0.88,3.83,1.0
-4.64,9.15,2.0
-0.8,4.07,2.0
0.38,-7.23,4.0
2.93,-0.29,4.0
1.37,1.14,1.0
2.13,-7.03,4.0
-6.23,-2.74,3.0
2.95,-6.19,4.0
-6.67,8.57,2.0
3.17,7.98,1.0
1.4,7.95,1.0
5.32,-9.77,4.0
-2.26,-3.92,3.0
-3.94,-1.81,3.0
-4.61,-1.08,3.0
-5.6,7.91,2.0
-6.16,8.95,2.0
-4.64,4.39,2.0
9.89,-0.6,4.0
5.06,9.43,1.0
5.1,3.45,1.0
5.9,-1.06,4.0
1.19,6.48,1.0
2.95,-4.97,4.0
7.57,-0.08,4.0
7.46,-7.26,4.0
2.83,5.18,1.0
-6.74,9.88,2.0
-7.23,6.45,2.0
1.36,6.71,1.0
6.67,8.13,1.0
-1.38,7.31,2.0
6.15,4.44,1.0
-6.44,3.62,2.0
3.89,8.81,1.0
-8.8,9.17,2.0
9.92,0.06,1.0
1.83,9.37,1.0
-8.68,-9.72,3.0
4.76,5.01,1.0
-9.53,7.77,2.0
-2.4,-6.93,3.0
2.49,-3.55,4.0
0.92,4.5,1.0
3.48,0.11,1.0
-6.93,8.92,2.0
2.07,-4.7,4.0
8.51,4.82,1.0
-3.77,9.07,2.0
-3.25,2.45,2.0
5.42,8.87,1.0
6.1,1.32,1.0
-3.29,-9.22,3.0
-6.2,-9.22,3.0
-8.62,2.33,2.0
8.35,-6.07,4.0
-5.49,-0.87,3.0
-7.69,0.55,2.0
-8.45,3.56,2.0
2.0,-7.2,4.0
