X,Y,Q
9.44,-4.88,2.0
-4.61,-7.78,2.0
-5.32,-7.67,2.0
-2.66,-3.5,2.0
-8.55,-5.51,2.0
9.81,-2.4,2.0
9.49,-6.92,2.0
-2.01,-9.95,2.0
-2.38,-4.67,2.0
-8.79,-9.81,2.0
5.34,-1.38,2.0
-0.77,6.03,1.0
-9.21,3.03,2.0
6.55,6.41,2.0
-8.0,-9.67,2.0
5.15,-4.53,2.0
9.39,-5.66,2.0
-7.86,5.79,2.0
-1.39,-6.01,2.0
-9.19,-8.83,2.0
-5.63,-1.0,2.0
-3.44,-1.46,2.0
0.24,7.04,1.0
-0.86,4.04,1.0
-9.67,-0.24,2.0
-2.89,6.27,2.0
0.48,5.22,1.0
-3.06,-2.0,2.0
-3.1,7.25,2.0
7.29,1.45,2.0
-2.7,1.51,2.0
4.33,-3.88,2.0
6.43,5.9,2.0
4.45,-8.07,2.0
-4.39,-8.56,2.0
-3.52,-6.68,2.0
-0.13,3.56,1.0
-9.82,5.99,2.0
-0.82,4.24,1.0
6.18,-1.25,2.0
-2.85,-10.0,2.0
2.08,5.06,1.0
4.03,-9.44,2.0
-1.59,8.33,1.0
-3.0,4.69,2.0
-7.58,0.75,2.0
1.97,2.32,2.0
2.88,5.53,2.0
8.08,-5.33,2.0
3.44,6.02,2.0
-0.89,6.2,1.0
2.82,-3.03,2.0
-9.54,2.81,2.0
-9.7,2.4,2.0
-0.33,5.02,1.0
1.51,3.65,1.0
9.07,9.35,2.0
-9.76,-5.29,2.0
8.42,7.73,2.0
-2.37,2.85,2.0
4.79,3.15,2.0
-8.1,-0.04,2.0
-1.67,-3.34,2.0
-4.57,-9.15,2.0
4.38,-1.81,2.0
4.05,6.57,2.0
9.13,-1.46,2.0
-7.7,-4.28,2.0
5.94,5.37,2.0
0.91,-4.84,2.0
8.76,3.32,2.0
0.34,6.2,1.0
8.7,-3.44,2.0
-7.91,-1.27,2.0
1.26,7.06,1.0
0.65,-8.0,2.0
1.82,-2.98,2.0
-3.61,4.63,2.0
-0.55,6.08,1.0
-3.37,0.41,2.0
2.12,9.34,1.0
5.15,-8.93,2.0
-6.49,-4.73,2.0
5.96,6.36,2.0
-5.77,-8.24,2.0
9.0,1.81,2.0
0.76,-7.03,2.0
5.91,-8.7,2.0
-7.16,5.76,2.0
-4.38,5.57,2.0
4.97,-3.01,2.0
1.25,-7.68,2.0
3.48,-9.53,2.0
6.34,0.09,2.0
4.8,2.18,2.0
6.64,-3.98,2.0
7.11,-7.11,2.0
-3.1,-2.05,2.0
-5.33,-6.34,2.0
-5.5,-3.62,2.0
3.98,8.75,2.0
8.8,-0.95,2.0
7.13,-7.78,2.0
5.68,2.17,2.0
-0.28,-1.07,2.0
5.5,-2.52,2.0
6.39,1.21,2.0
-2.45,-3.41,2.0
9.0,4.02,2.0
-1.79,-8.66,2.0
9.71,-7.88,2.0
-8.25,-3.44,2.0
2.12,-6.91,2.0
-3.3,2.65,2.0
-2.95,-0.84,2.0
8.86,5.43,2.0
-0.33,7.64,1.0
5.0,-5.28,2.0
-4.73,-2.2,2.0
-9.15,-7.86,2.0
7.72,-1.12,2.0
7.59,4.91,2.0
2.04,0.7,2.0
4.84,1.9,2.0
9.23,-4.42,2.0
-6.46,6.66,2.0
2.78,-0.25,2.0
9.26,-4.26,2.0
-8.96,-5.34,2.0
-0.87,8.93,1.0
-8.97,-6.76,2.0
-3.57,4.74,2.0
-3.28,1.08,2.0
4.76,-6.16,2.0
9.84,-6.5,2.0
1.94,-4.14,2.0
1.25,8.27,1.0
2.1,8.71,1.0
-5.56,6.71,2.0
-1.63,2.79,1.0
2.53,8.45,1.0
-7.18,-1.92,2.0
8.74,7.04,2.0
1.23,1.1,1.0
-5.89,0.64,2.0
-9.81,2.64,2.0
9.48,3.01,2.0
-0.87,-2.47,2.0
6.69,-4.77,2.0
1.43,3.23,1.0
-4.09,9.87,2.0
4.56,-6.19,2.0
-8.0,8.77,2.0
1.56,6.6,1.0
9.85,7.88,2.0
-1.13,4.21,1.0
7.65,4.49,2.0
4.91,8.29,2.0
-6.55,0.79,2.0
-3.33,-2.63,2.0
-8.86,5.54,2.0
5.16,3.61,2.0
3.01,-4.73,2.0
2.34,9.72,1.0
-1.39,8.46,1.0
8.48,9.91,2.0
-7.83,5.3,2.0
-4.37,5.82,2.0
-2.39,-0.27,2.0
-5.6,-7.04,2.0
-5.71,2.69,2.0
1.15,-5.86,2.0
-1.61,8.02,1.0
-5.06,3.99,2.0
1.79,-2.37,2.0
0.03,7.88,1.0
-7.94,-8.14,2.0
-5.38,3.46,2.0
-4.2,-8.52,2.0
0.09,7.55,1.0
1.95,7.48,1.0
2.22,-6.33,2.0
6.37,7.28,2.0
-2.28,-3.52,2.0
-2.83,3.67,2.0
8.07,5.7,2.0
-9.24,7.75,2.0
8.45,-9.05,2.0
-1.71,-1.39,2.0
8.07,-9.25,2.0
-5.47,1.39,2.0
6.91,-1.09,2.0
7.1,-7.15,2.0
-1.17,9.14,1.0
-5.73,6.42,2.0
-6.9,4.38,2.0
-8.89,4.38,2.0
-0.6,-3.33,2.0
2.99,9.88,2.0
0.81,-4.87,2.0
6.17,0.97,2.0
-0.84,4.04,1.0
-6.82,7.83,2.0
-4.66,-3.34,2.0
9.37,-9.61,2.0
8.39,-5.76,2.0
-1.79,-7.38,2.0
-1.8,-7.55,2.0
4.6,9.59,2.0
-0.45,5.36,1.0
-8.86,8.83,2.0
4.15,7.65,2.0
3.22,3.8,2.0
5.95,1.18,2.0
6.98,-4.05,2.0
5.13,7.33,2.0
7.63,4.27,2.0
5.86,6.17,2.0
-6.43,5.39,2.0
-1.97,-5.01,2.0
-0.15,-2.72,2.0
-5.66,-8.71,2.0
3.05,8.68,2.0
9.31,7.98,2.0
7.56,-5.09,2.0
3.72,5.47,2.0
4.02,-0.67,2.0
3.19,-5.02,2.0
-4.8,4.09,2.0
1.05,-9.72,2.0
9.8,9.87,2.0
-8.19,2.11,2.0
7.92,-8.43,2.0
-2.56,6.47,2.0
4.05,2.41,2.0
2.11,2.02,2.0
-8.04,-8.82,2.0
-1.9,-8.79,2.0
1.49,-7.72,2.0
8.48,-0.38,2.0
-9.71,2.67,2.0
-6.58,8.18,2.0
